nCount_RNA	group	1_-9_-9_0.5_0.5_0.5_x	1_-9_-9_0.5_0.5_0.5_y	1_-9_-9_0.5_0.5_0.5_x_expression	1_-9_-9_0.5_0.5_0.5_y_expression	1_-9_-9_0.5_0.5_-0.5_x	1_-9_-9_0.5_0.5_-0.5_y	1_-9_-9_0.5_0.5_-0.5_x_expression	1_-9_-9_0.5_0.5_-0.5_y_expression	1_-9_-9_0.5_0.5_0_x	1_-9_-9_0.5_0.5_0_y	1_-9_-9_0.5_0.5_0_x_expression	1_-9_-9_0.5_0.5_0_y_expression
24905	group2	4	0	-9.432696745260554	-10.049456194119553	5	10	-9.169758348796526	-8.571969517161364	7	2	-8.72173623340993	-9.42448727354481
15227	group1	3	0	-9.046146193260165	-8.69984442571287	2	4	-10.06221845717097	-8.308950394113904	1	1	-9.045468544409118	-9.03051480299857
10618	group3	1	1	-8.788802646350586	-8.434615398755204	4	1	-8.821409036326763	-9.158050578068273	2	2	-9.539583793194522	-9.119547176412254
17386	group2	10	2	-7.893608093568666	-8.857361185435137	2	1	-8.918352528802084	-9.03845919940754	1	2	-8.856376316522415	-8.708119624760892
14260	group2	5	2	-8.00130123565979	-8.835234942658612	0	2	-9.127198991557101	-9.220243546076272	3	0	-8.352167748471409	-8.971475901409871
29904	group3	5	1	-8.903219652806314	-9.06918931927359	3	4	-8.44550784510116	-9.83496868100582	5	3	-9.217875627144258	-8.78602757645896
35792	group3	5	4	-8.873612571493874	-9.398559806537092	8	3	-8.660004099201156	-9.866003767298189	2	6	-9.302729242700874	-9.614200932881062
25831	group2	0	3	-10.067578854751886	-10.122389268915652	5	4	-8.63693024472051	-9.111682372415185	6	5	-8.417091293316965	-9.179831263752698
16730	group3	0	4	-9.08447004361338	-8.863639975640709	0	5	-9.62819627563871	-8.894022182930785	2	1	-8.929055707666311	-8.664947750805956
21988	group3	3	6	-8.72707583866625	-9.049836230645816	2	2	-8.930787541957331	-8.673237475399699	0	6	-9.543751053767547	-8.669464703398377
23170	group3	3	6	-9.25728407626761	-8.804895286224156	1	0	-9.3888275852556	-9.438783538111775	3	3	-8.764996094901107	-9.039347598260612
11867	group1	0	4	-9.514240036595426	-9.05019985966015	5	0	-7.865489662261279	-9.74610181782231	5	2	-8.793085714548027	-9.368787665511068
10507	group3	0	3	-8.552738190823428	-8.946889046698207	1	3	-9.324294189920703	-8.547041076863326	0	0	-10.09331391295423	-9.132210562309336
12218	group2	1	0	-9.799228192898651	-9.9251730754996	3	2	-8.17696109602389	-9.107341884289271	2	1	-9.446307948429462	-8.556496112533093
13110	group1	1	1	-9.383131766908301	-9.020170847470476	0	3	-9.533226940904289	-8.501209593193723	3	3	-8.858579852149132	-9.255805850263453
13930	group3	0	0	-9.26909235067643	-9.950706467418867	1	0	-9.388669146761389	-9.602313815136617	0	2	-8.967202452218741	-8.314457314212166
14065	group2	4	3	-8.675604447275296	-8.898251099782927	2	2	-9.724409114487237	-9.095105336569983	5	1	-8.423466802909102	-8.806548886533431
14442	group3	9	1	-8.258373306742373	-9.470490864379727	0	1	-9.107784124205066	-8.540419242458151	3	3	-8.775736808459811	-9.130204020886497
28210	group3	13	2	-8.227116207516808	-9.679702840954551	8	3	-8.640984492245162	-8.58216803827678	4	2	-9.056431621607581	-8.69666530878866
18354	group3	3	4	-9.256027016736915	-8.992603159101728	3	1	-8.708195881088747	-9.009808562827539	1	1	-9.051092324664982	-8.841932634296532
23276	group3	2	1	-8.950590918665105	-9.558131750587828	3	4	-9.278183274178987	-8.610196397963325	4	0	-9.549461876266987	-9.826161583584444
22621	group3	3	2	-9.190740891956212	-9.627694526531034	3	2	-8.506463611683145	-8.891009472427232	0	1	-9.841345628003474	-9.210632898048575
22401	group3	9	4	-8.216980889596492	-8.71189537623654	4	3	-9.22659137420583	-8.882301383408143	2	4	-8.327854678871565	-8.400202096178274
11697	group3	1	1	-8.669768906351482	-8.588014187179244	1	0	-8.89097917191678	-9.056417732092548	3	0	-9.490714831166292	-9.770403479665825
13707	group3	2	1	-8.82582898836798	-9.880857011103618	0	5	-9.956537760410107	-8.00281831074026	1	2	-8.59555110237379	-8.760507110566376
18388	group1	4	8	-8.98564897865748	-8.538663153011314	1	2	-9.158066969724965	-9.386790544202807	0	5	-9.676633881104742	-8.463218580980042
15264	group3	1	2	-9.210398224630588	-8.95951157989711	4	3	-8.941707528515135	-10.019625758311081	1	3	-8.904876783460228	-8.33027406655193
17581	group3	4	6	-8.585642711286148	-8.111274004717595	3	0	-9.089874851110986	-8.90860017763456	0	3	-8.821013682956306	-8.547030414794001
13874	group3	7	2	-8.368145109889777	-8.273109377875201	2	0	-8.92174665027506	-9.834727891674852	1	3	-8.83157775863312	-9.46882334686567
15390	group3	0	2	-10.059279338260904	-9.11960414333742	2	2	-8.985001283505312	-9.290611271679133	3	1	-9.108945212830383	-9.3315094239953
15024	group3	2	1	-9.441744124141751	-9.001259523162604	5	0	-8.341091362223306	-9.521891036614031	1	0	-8.57737384280708	-9.490882275753703
21935	group1	3	3	-8.617089667785583	-8.857811733903542	4	4	-9.069394539604927	-8.97010376271967	2	7	-9.759716405509264	-8.651594708584854
14224	group3	0	2	-9.506776769318556	-9.505973578082324	0	4	-9.492150508635088	-8.84865679424169	3	3	-8.419534366190634	-8.270045432088025
14376	group3	1	2	-8.592231972094952	-9.297511022188488	2	2	-9.83726641495071	-8.684790838586537	3	4	-8.446600253032624	-9.747247532724238
27971	group3	2	6	-9.226673657989453	-8.903741954448133	8	4	-9.058561021178404	-8.638705540565754	2	6	-9.341880877289226	-9.267752562969045
15977	group3	4	4	-8.529344574153626	-8.782884485377993	2	4	-8.79394718476818	-9.045547595690275	2	1	-9.005011406713992	-10.070985695114704
20239	group1	1	2	-9.728924318153602	-9.639791243579172	2	2	-8.814220541175079	-9.952910067944428	5	3	-8.998766586877032	-8.855599529637907
15021	group2	5	2	-8.590789588441478	-9.159280983111147	1	1	-9.089687287307068	-9.291005707131616	0	3	-9.469518010901702	-8.935184079547255
10065	group3	1	0	-8.669215346868853	-8.794213472389607	1	0	-9.242944273000038	-8.75769987612461	5	1	-8.398478573696105	-8.971229514515194
13800	group1	3	0	-9.440226075544379	-9.745473424635502	3	3	-9.18167201821951	-8.67461157102331	3	3	-8.4658050391529	-8.48728210813204
20676	group2	3	1	-9.54479822453461	-10.009142133010041	0	3	-9.059242957094487	-8.910009555565658	1	4	-8.789175829966355	-8.802533549622096
29433	group2	6	8	-9.056046283458995	-8.634274459503535	3	5	-8.948961623724585	-9.29931519272186	10	6	-9.180237167347139	-8.373776623376756
15344	group3	1	2	-8.68842703328823	-9.103558054488534	0	1	-10.31574256758059	-8.580863083324322	1	4	-9.229871546716675	-9.343024657089273
23822	group3	3	1	-9.055088251524866	-8.830732004810399	2	6	-8.662305534139414	-8.851971658626217	4	1	-8.641338384696981	-9.357377356742187
30934	group3	10	5	-8.19493120546212	-8.319199378336455	5	9	-8.823422004138722	-8.488488726448312	6	7	-8.781318348234123	-8.465687308327984
13484	group3	1	3	-8.851718912849002	-9.053592792811834	0	0	-9.547699586579903	-9.100537606677515	2	4	-8.953821994866933	-8.941241885814213
11487	group3	2	2	-9.176280474776632	-9.46055655953457	1	1	-9.202385355288786	-9.51698485474419	2	1	-8.534639385778979	-8.616856740288029
14801	group2	0	1	-8.85157108737443	-8.832749793693166	1	5	-9.059578171205143	-8.236175028478643	1	1	-9.763721350779619	-9.648826922182511
13881	group3	1	1	-9.260310261189307	-9.370891570013162	1	0	-8.666782763812435	-9.079885226339771	5	4	-8.327532874132276	-8.797937910287056
23658	group2	5	3	-9.429776306949604	-9.883635456961468	3	0	-9.17516887157146	-9.56328359676604	0	2	-10.033602130583354	-9.667085304325955
30170	group3	1	1	-9.342621667949635	-9.771532443504967	4	2	-9.195256084068495	-9.616037788836344	6	2	-8.979952819930235	-9.482309142526352
20415	group3	5	6	-9.020401688393456	-8.838378595709681	1	1	-8.693624079724287	-9.221243382771002	1	1	-8.757388718460724	-8.952409242030035
13265	group2	0	0	-10.11372829694317	-9.665815223616624	2	2	-8.98311730859342	-8.390214877425835	3	1	-8.746060696558974	-9.575321754191206
15634	group3	2	3	-9.149036009813603	-8.499476452017742	3	2	-8.789091191928534	-9.114768827333437	6	10	-8.680332842704146	-8.010835599806907
18296	group2	5	0	-8.709601597649444	-9.105324525799269	0	3	-9.03555143186841	-8.708821370477175	0	7	-9.387932090323101	-8.333088434207236
16848	group3	1	3	-9.217903882696554	-9.170668458679906	7	1	-7.9518892055810335	-10.460135495074123	5	3	-8.498941248996612	-8.66750492555762
14045	group3	1	3	-9.275515059355563	-9.550384241429219	0	0	-9.616370985884037	-8.967106116350942	3	0	-9.022289556996498	-9.570285482737749
12106	group3	0	1	-9.323833193512181	-9.006558527094796	1	1	-8.890093630697022	-8.71734544260102	1	4	-9.428085140107484	-8.606936454823558
15686	group2	3	2	-9.113151375967334	-9.127643142013014	4	1	-8.21751847162886	-9.902939146452498	3	7	-8.49919653259408	-8.377171782543854
32081	group3	5	10	-8.923860330784045	-8.471984435106352	4	4	-9.09084310031403	-8.929564223678893	11	7	-8.508241275133933	-8.536747339696953
18468	group3	2	1	-9.18349594477331	-8.935343958518882	4	1	-8.241318449223083	-9.611932511888465	3	0	-9.205630523844594	-9.592204331289581
15876	group3	8	2	-8.851361488845493	-8.844855643474418	3	1	-8.541699765707023	-9.074500612124353	3	2	-8.886119822000124	-8.737967526156115
18957	group3	2	1	-8.57224842861765	-8.529485781049749	1	2	-9.313863563085821	-8.989729127398773	0	2	-8.945148655355501	-9.748204374180341
20909	group3	0	2	-9.354594111281331	-9.308097468241415	2	3	-9.238430819102902	-9.136755743137861	3	0	-9.248122234291984	-9.726519584711868
7298	group3	1	1	-9.45035562339992	-9.293900382338585	0	0	-9.080921920830471	-9.740407510215958	0	0	-8.915007257884959	-9.51292600813997
22548	group3	1	2	-9.543054836320081	-9.638079652396483	5	5	-8.684213947481142	-8.946549022568737	5	1	-9.071238215548716	-8.826368308431872
13739	group2	3	3	-8.398574355469458	-8.182330240926673	2	1	-9.043103796982694	-9.003956368084015	4	6	-8.918947598904538	-8.30319529173446
16875	group3	4	3	-8.68489750795928	-9.17204419910061	2	0	-8.845363385065882	-9.456498669046763	1	1	-9.539862072159568	-10.079030833341616
17159	group3	1	2	-9.3480884570966	-9.21592388746928	0	1	-9.681306090747979	-9.10746085430502	2	6	-8.514553131745322	-8.285737906964624
12944	group3	1	1	-9.10974328358394	-9.275931258977286	0	4	-9.89412289720454	-8.181152213918159	5	0	-8.270607353116239	-8.844075062043427
12188	group3	2	4	-9.148908686029976	-9.021739163952263	1	6	-9.631344193358817	-7.826234253347	1	4	-8.716604568313388	-8.92467288736873
14147	group3	2	0	-9.597458261495774	-9.939438143725116	4	2	-8.619036958602408	-9.060584576250323	0	1	-9.633330650598621	-9.271179230317454
14372	group2	0	2	-9.086420831362867	-8.904490925228044	1	2	-8.978529564000123	-8.839186535040934	3	3	-8.737136162010957	-9.273886732405733
17550	group3	7	4	-7.852403261086008	-8.653887444800104	0	1	-9.462898860883179	-8.861654645213276	1	0	-8.031379506429973	-9.755490191353225
17374	group3	2	0	-9.496047126144537	-10.379606602975372	2	1	-8.818313592309664	-9.44365589797496	0	1	-9.20189351651026	-8.429734717837583
20281	group2	4	0	-9.036895270807614	-9.4610079738399	3	1	-8.454453380305129	-9.73113354516505	4	4	-9.288637870739139	-9.550987487553007
18331	group3	2	1	-8.173910755863304	-9.165173207999475	1	2	-9.01700937990751	-8.913713178043023	1	1	-9.664341233876799	-9.348092828158403
14796	group3	3	5	-8.806063410974781	-8.413874103222941	1	3	-9.162167120761081	-9.093000907306509	4	3	-8.229520176874043	-8.779975071114357
17261	group2	8	6	-8.54751343030671	-8.249799990135818	0	2	-9.83318139319329	-9.251883137681423	4	2	-8.726086392687055	-9.243865932657041
20953	group2	0	5	-9.64023747978028	-8.631086330104083	4	2	-8.888689022937973	-9.337193466102661	7	1	-8.561965137439149	-8.930578004023605
11634	group2	1	2	-9.110374440775681	-8.47866742117428	0	1	-9.199669194324024	-8.531755724146647	2	1	-9.444426062500158	-9.209964536102728
17842	group1	3	2	-9.313224443174626	-9.456558651833769	1	5	-9.320012017590063	-8.738728592389522	1	5	-8.882457394398463	-8.398264799896657
15282	group3	2	4	-8.65727902899953	-7.902558839206276	1	2	-9.63793114885454	-8.932184105426618	1	2	-9.012642418885521	-8.733470102182196
14610	group3	5	4	-8.29084828529322	-8.527556261604618	1	0	-9.534127753748884	-9.593091499165139	8	0	-7.973574339294799	-9.382678205393756
19793	group3	0	1	-9.661415552031624	-9.103437767634981	2	6	-9.31800970467723	-7.95888347341499	2	3	-9.603586969229426	-8.491518803229267
15561	group1	2	4	-8.625910420316224	-8.641911263265335	1	0	-8.926365818244472	-9.57200608120843	1	2	-8.763932368171584	-9.032100364567
11711	group1	3	1	-9.183421894044061	-8.59264260625288	0	0	-8.447307728948687	-10.3936513526979	0	1	-8.850899602584395	-9.147622771001895
10894	group3	0	0	-9.627066358223523	-10.542009770983489	1	0	-9.064591677249418	-9.089449867925747	2	0	-8.724789471275157	-9.150613391727473
11195	group3	2	1	-8.682278916101538	-10.111366604554899	1	0	-8.458388397056387	-9.866858817336691	3	0	-8.582668148649892	-9.56787677023668
20934	group3	2	1	-8.728894786829539	-9.283287048804132	4	1	-8.567054568256008	-9.273291587039173	0	3	-9.390827224809533	-8.924232235003377
14353	group2	0	1	-9.90407496806051	-9.82089070390998	1	3	-9.33473057064187	-8.849473628231141	1	3	-9.217263010682709	-8.63445178700587
15303	group2	2	1	-8.556140261062605	-8.805796688417017	2	0	-9.023914015293203	-9.052654250241018	0	0	-9.003238047568507	-9.253182946542195
15176	group3	1	2	-8.797967534161753	-8.703811729880409	3	1	-8.023383462865299	-9.960436470502701	2	1	-8.877017343054735	-9.245732670134991
20781	group3	2	2	-9.095491097036142	-8.767548310045381	5	3	-8.757488691187037	-8.940471854285628	0	2	-9.760414739647025	-9.549483865373393
14986	group2	0	0	-9.842305624430514	-9.491599600976773	5	0	-7.9869607304572625	-9.703471555732026	0	1	-9.382058964650481	-9.216051718198376
23058	group3	6	2	-8.06317340616406	-8.875076809407052	4	2	-8.630006342444574	-9.308755097198585	3	4	-8.931946559244354	-8.525005679040428
15642	group3	1	4	-8.936197566211119	-8.409589934056253	0	1	-9.867053934708178	-8.942729160809053	1	7	-8.704328325034782	-8.089690868622455
22169	group3	3	4	-8.688026688948222	-9.021813098486513	5	1	-8.157006028548038	-9.417069438160675	5	2	-8.341954992026324	-9.073285290800108
17722	group2	3	1	-8.705996616582238	-9.413759591377946	1	0	-8.719686109453813	-9.831092602330052	5	4	-8.153204963655236	-8.387900343113685
17148	group2	4	3	-8.634237981201641	-8.379075268596905	1	0	-9.285651040091121	-8.886773828352037	3	4	-9.204870648022487	-8.822279750516737
17069	group3	2	3	-8.755421626425118	-8.982039747470376	0	3	-9.23609777547594	-8.684233049197207	2	3	-8.430558636307053	-8.856686963937689
20431	group3	3	4	-8.9913221997327	-9.283757801323105	3	2	-8.716812502586368	-8.86059398932741	7	2	-8.469278120316845	-8.779511910802936
17768	group3	5	3	-8.587874719010038	-8.817779800276876	1	3	-9.94705376616638	-8.172197468471222	3	1	-8.625349582257208	-9.13610134582432
19313	group3	3	2	-9.275897353437395	-9.245987385576793	3	6	-9.331995063176773	-8.17022613234032	1	2	-8.787373988087133	-9.158678532722536
4758	group2	0	1	-8.40695984355309	-8.558488300817693	0	0	-8.908103142145542	-8.93212425011076	1	0	-8.638696115238266	-9.821030257946584
10549	group3	1	3	-9.748377179613083	-8.813001208034644	4	0	-8.722921126396619	-9.654036418108818	2	3	-8.809131616645296	-8.351335911926185
11669	group3	3	3	-8.589980034866041	-8.42071238784178	1	3	-9.106820753686275	-8.985216098399148	1	1	-8.686275887254899	-8.989180667595805
11276	group3	1	2	-9.09433856874929	-8.681578850343163	0	1	-9.863435692358673	-8.854800787637236	5	0	-8.706925476523562	-9.399223924513697
16842	group1	2	7	-9.562707242311928	-8.826618788441522	0	1	-9.00744252894885	-9.379572795941035	3	3	-9.392153213143983	-9.155841815276894
26084	group3	3	3	-9.088650510637054	-9.361207166751507	7	2	-8.618114924454495	-8.867546527194563	2	3	-9.050327002176294	-8.493406458739898
18576	group3	7	3	-8.868169840125152	-8.665394785266587	8	0	-8.239977111645869	-9.402347392473775	1	1	-9.423499776066333	-8.47611144361737
27090	group3	2	5	-9.770499734443023	-8.571531100650322	2	1	-8.800780207266344	-9.428470743583881	0	2	-9.76291721127061	-9.37002138851158
17961	group3	0	0	-9.432478772118968	-10.019267948306496	2	3	-9.478760522604283	-8.729599159026227	3	4	-8.994953854125662	-8.397722419884701
33584	group1	6	1	-8.81890456974541	-9.484399000429706	3	3	-9.236079978878687	-8.772990947877453	1	0	-9.283445240711968	-10.048426935473803
15073	group1	2	5	-8.468957374284729	-8.097184373563374	3	0	-8.990926150603796	-9.254993107105193	2	2	-8.766681312806027	-8.991232439459562
16713	group3	1	0	-8.979271741461998	-9.498555638630503	2	0	-8.412656761059084	-10.025817558643228	1	1	-9.51781216002723	-9.498676686573607
13398	group3	0	1	-9.46734475315338	-9.956129717903528	1	1	-8.997752094865083	-8.96531952284002	1	0	-9.32459847905277	-8.927687634164702
13913	group3	3	2	-8.65751333395846	-8.331204223248447	6	1	-8.079689870518472	-9.482229655253649	1	2	-8.645099027845765	-9.716053457224358
10452	group3	1	1	-9.05554219639022	-9.135796196874637	0	2	-9.550719133868379	-9.162985845622739	1	1	-7.832494016891204	-8.99589893996094
18810	group2	0	1	-9.026909840305533	-8.91500944467627	6	3	-8.398332753396813	-9.409648845890151	2	2	-9.16347716154821	-8.640676948796877
18113	group2	3	3	-8.89643387617056	-8.98268631031108	6	0	-8.40087592014136	-10.03165174678175	1	5	-8.922742207684403	-7.809106396988653
16620	group2	4	3	-7.843536330067499	-8.514517013072332	3	3	-8.986186556202714	-9.137336710940618	3	2	-8.429251786861315	-9.161638938508522
18339	group3	3	1	-9.088473701553676	-9.440624146777022	4	1	-8.85547076338643	-9.007968213055694	2	1	-9.172743188697588	-9.226531925342751
12616	group3	1	0	-9.544941580992798	-8.92720963136997	2	0	-8.754305772257645	-9.54741418145712	1	1	-9.148431880542004	-8.641289069708762
14659	group3	1	1	-8.917044228936462	-8.775559338264918	0	3	-10.219105684525697	-8.539692876556781	0	3	-9.300732898914442	-8.171336933950517
22470	group3	1	3	-10.072874587213581	-9.725406766056809	4	4	-8.75654903986218	-9.244299683297758	4	3	-9.018926632419804	-9.050840599333217
14916	group2	0	2	-10.18090652747673	-9.41420300051969	4	4	-8.393420760433738	-9.05072719871905	2	1	-8.503634509217951	-9.96782493788725
15961	group3	1	2	-9.298241160088677	-9.35418804080055	0	2	-8.821554775643046	-8.853786211795637	0	1	-9.446227699520863	-8.678918357303266
21741	group2	9	2	-8.357481607817306	-8.91333060257849	12	0	-7.549633629702642	-9.909775431259048	2	2	-8.972706104543345	-8.98454793212195
12889	group2	1	0	-9.3276324501834	-9.093540761846002	0	1	-9.667256717320576	-8.7641066133319	0	0	-8.78011849803743	-9.279183032733151
17531	group3	1	3	-9.136502961161025	-8.712269770617725	0	6	-9.48012986145184	-8.43901771633833	3	1	-9.064155831390584	-9.659368991649327
14022	group2	1	4	-9.015782517751946	-8.460672983696352	0	5	-8.92949862257586	-8.21449722523752	0	4	-9.916547440081578	-8.346638321283098
16369	group2	1	3	-9.008241923272674	-9.026405211162956	1	0	-9.278381253045719	-9.278165123294144	1	3	-9.445580271746351	-9.337334897556133
13522	group1	1	2	-8.975233839740373	-9.024529478132633	0	1	-9.296153506131276	-9.390942397572145	3	3	-8.281164142991683	-8.44973411904014
16179	group3	2	1	-9.67457008522424	-10.480329999798041	2	2	-8.825725977379456	-9.604208935169186	0	1	-9.24285737672365	-9.245239981968052
14075	group3	1	4	-9.387766159853932	-8.765713065184404	1	2	-8.382458310696729	-9.080537218460417	1	1	-9.020860262085526	-9.457507965212306
20601	group1	3	1	-9.235171772610544	-9.386212758464179	1	1	-9.569655001358651	-8.92445645393142	5	2	-8.705981942797813	-8.90770005629285
17082	group1	3	0	-9.486371291874168	-10.02061772075701	0	2	-9.89383083831287	-8.99061100876965	0	3	-8.91551741028148	-8.603694244355028
21430	group3	5	6	-8.576374824132463	-8.292339542666257	3	3	-8.734030654933765	-9.378231488554233	4	9	-8.621096394863303	-8.059486942890366
18635	group2	7	1	-7.775708663305795	-8.964683539789103	1	6	-9.317484962512523	-8.359570933922425	6	0	-8.222171074901764	-9.835591123937501
15350	group3	0	0	-9.572638706622246	-9.191963550312028	2	4	-8.856011657238628	-8.531314847713878	5	0	-8.531683212222148	-9.539943748205372
16445	group3	1	3	-9.195221726912289	-9.438957299254353	4	6	-8.954196369974767	-8.39988996276349	0	2	-9.694746777594528	-8.62514298097456
12916	group3	4	1	-8.83788635249087	-9.320549641612093	1	0	-9.068171237807386	-9.814073396718273	1	0	-9.331873082484748	-9.1387303331233
17400	group2	0	1	-9.948752164881489	-9.553240039129264	4	3	-8.59787553119334	-9.02190688932276	3	1	-8.445757978481838	-9.31247401280969
27541	group3	4	1	-8.833910122166277	-9.808902492619593	2	5	-8.87724059925425	-8.712167914711944	2	1	-9.428421438825595	-8.817395312522974
10978	group3	1	1	-9.72306504480651	-8.97607903381583	1	0	-9.166235064721329	-8.609392402303113	3	0	-8.369200187638773	-8.716403657365113
14461	group3	0	1	-9.723939515864359	-9.329374347966109	2	2	-9.521449852132136	-8.869985752074044	3	1	-9.757617354743083	-9.30632718168832
20181	group3	1	1	-8.914127321838537	-9.085043745466058	2	1	-9.713276503072132	-8.82300756857655	2	4	-9.056851158035963	-8.015652147648478
12979	group1	1	3	-9.356210830810163	-9.16482615291148	3	0	-9.292506846456916	-9.448281038655539	1	0	-8.534120009630959	-8.555064001126544
6579	group3	2	0	-9.025046987363629	-9.179659360758135	0	0	-9.595568650166426	-9.213615237862099	2	1	-8.379328969090045	-9.135321806145722
16298	group3	1	1	-9.436044608681927	-10.01996625477992	1	1	-9.933831454424874	-8.771400706596769	0	1	-8.740927028605093	-8.735603858452647
25113	group3	3	2	-8.845154640961029	-9.135245077355677	3	2	-9.135532913967376	-8.966684356508281	1	1	-9.46922184460078	-8.989148614646133
18299	group3	0	1	-9.804508125546475	-9.089267371899334	1	1	-8.295405612898856	-9.111375467041555	1	1	-8.698685911597732	-9.520630176905966
13236	group3	0	0	-9.727558065792836	-9.34985447491359	5	4	-8.43554236218262	-8.862566766088458	0	5	-8.576677913866135	-8.601395218089056
14196	group3	5	10	-8.912963705371606	-7.872347351598442	3	0	-8.744343691776903	-9.689125689762331	2	1	-8.463896206553143	-9.368184263653562
15353	group1	1	0	-9.196620158554659	-9.250851781053067	4	0	-7.98303981346067	-9.771935689324124	1	5	-8.92714671779766	-8.254171100411927
13842	group3	2	2	-8.924430247803029	-9.09418981462883	0	3	-9.329560377947063	-8.589546523324584	2	1	-8.584499455836774	-9.375012282537737
21059	group3	0	1	-9.26108762410241	-9.10600372004711	1	4	-9.148832379536353	-9.343585367059571	2	5	-8.868348628168622	-8.270735472991968
15230	group3	5	2	-8.20159924708048	-9.48654496546822	1	4	-9.821430151638786	-7.837832815874509	1	1	-9.019174817234298	-8.790643482371165
20683	group3	7	10	-9.104001004876691	-8.86558302675694	4	1	-8.266727595052844	-9.919498990097669	4	2	-7.696910102736778	-8.999793554718508
13534	group3	4	2	-9.189471109971711	-9.266203610359554	8	1	-7.462269709029705	-9.777931843564614	3	1	-9.035426665223097	-9.484553263188294
14560	group3	2	1	-9.453370788242243	-8.939211318023755	1	1	-9.480052249306356	-7.8182250170941145	1	10	-9.311279639993561	-8.239448170462566
11338	group2	1	1	-9.162945415936097	-8.429805893226783	2	0	-9.113856679603842	-9.212646689311834	2	2	-9.052069809309055	-9.576059102164654
17289	group3	6	5	-7.838129487671751	-8.468653754531285	8	2	-8.247049690697128	-9.516097430980746	1	1	-9.448839057534112	-8.980456714818889
13032	group2	9	3	-7.996944062064956	-9.219177416802728	3	2	-8.759897911196969	-9.457865158237828	2	2	-8.601106415102816	-9.35616439226442
19769	group3	2	7	-8.879183080124841	-8.25499709230665	2	4	-8.789094870367553	-9.394728283923037	3	2	-8.627817270083186	-9.229157786575616
14311	group3	0	0	-9.561937470704294	-9.51325823934119	3	5	-8.955627773786098	-8.226859700693895	1	2	-8.807599164098267	-8.726444118883427
10820	group2	0	0	-9.805088266565582	-9.685343156592484	1	0	-9.050074938593953	-8.968335115621308	1	0	-8.68311594800918	-9.203367152341597
9348	group2	1	2	-8.844848791977048	-8.72403340728564	0	0	-8.814564891258586	-9.829336859816147	1	2	-9.072744724082602	-8.735800951359373
22935	group3	3	2	-9.124597140815967	-8.756630410565968	8	2	-8.306370994267892	-9.277447964134273	0	3	-9.636620278232883	-8.904454263324133
13579	group3	3	5	-8.599013717232358	-8.099306245566744	3	3	-8.854648287411134	-8.68659825860893	1	2	-8.734603591457976	-8.470375992367398
11869	group3	1	1	-9.014849842663924	-8.587188334408795	0	2	-9.275085051134917	-8.952731543259826	4	1	-9.011696388576903	-9.086002681060076
15168	group2	1	3	-8.227895354610894	-8.437524682337038	1	1	-8.54283118239017	-9.667714972722472	5	2	-8.923753664594829	-9.361631363194537
15499	group1	2	4	-9.259165523200046	-8.808439208724463	7	0	-7.867518195154562	-9.153355573568456	2	1	-9.100323184050943	-8.792007294227922
18677	group3	3	11	-8.88965464607736	-8.055932518122981	3	2	-9.20005773831344	-9.009191761152595	1	0	-8.856303803049107	-9.51964463342798
19574	group2	4	1	-9.077555560815183	-9.340443270016737	1	5	-9.954372306001199	-8.262943184486339	2	2	-9.161329287991817	-10.055877520137953
14646	group3	1	1	-9.552784998598332	-9.501429487087018	0	0	-9.274361779245632	-8.83208639822655	4	1	-8.599148701509778	-9.266213312844243
12463	group3	2	1	-10.082344257398063	-8.920770353024675	0	4	-9.239274980354926	-8.969705156319918	0	0	-8.881333489908688	-9.551087514890787
13324	group1	3	1	-9.201112683398277	-9.464452415183294	1	4	-8.847384709522753	-8.459022104699331	0	4	-9.044525839285273	-8.78015121180874
7311	group3	1	2	-8.961301859780288	-8.670024686591056	0	0	-9.000464845750848	-10.140947079179695	2	1	-8.513083900403528	-9.684877252092962
14073	group3	2	2	-8.916409211656926	-9.332924193433422	0	4	-9.538223953644906	-8.400426920297452	2	5	-8.583688083898602	-9.087891244056364
14333	group3	0	3	-8.877145600799441	-8.544254586158345	3	5	-9.445442699642939	-8.723280849363125	0	2	-9.393699099648163	-8.768354428791666
16119	group3	2	0	-9.358558356765736	-10.673742047419704	2	3	-9.206389950597154	-7.898175531523494	2	0	-9.15414029902253	-9.15550161390498
19191	group3	2	0	-9.260703087026577	-9.366226678537416	6	2	-8.311535427149321	-9.3724961069113	2	3	-9.359466487767891	-8.896520273930578
9105	group3	1	0	-9.554405164972412	-9.120544475939775	1	2	-9.131573559252377	-9.704974100301559	1	2	-8.990076858021666	-9.095567287209096
16829	group3	3	1	-8.768886175209804	-9.276872948720902	4	3	-8.716060167874732	-9.02268801418229	1	0	-9.48656208512682	-9.26501162430507
12241	group2	1	1	-7.926514112762336	-8.863603457058918	3	0	-8.716889889231163	-9.959301481252954	2	2	-8.808228604789957	-8.370376881903859
21142	group3	0	1	-9.476865579564539	-9.581716762443037	0	3	-9.521168123424202	-8.491999975512304	3	7	-9.023036670181083	-8.303173031386525
17977	group1	1	1	-8.696624223912742	-8.835483929325939	0	2	-9.453825679112445	-9.154604623163683	4	1	-9.015195226875315	-9.55483670600588
19936	group3	2	3	-8.49614710903996	-8.34383981927943	1	5	-8.672038409121553	-9.300584087695457	9	1	-8.694366159536674	-9.492554327045736
