nCount_RNA	group	gauss_1_0.5_0.5	gauss_1_0.5_0.5_expression	gauss_1_0.75_0.25	gauss_1_0.75_0.25_expression	gauss_1_1_0.2	gauss_1_1_0.2_expression	gauss_1_1.5_0.5	gauss_1_1.5_0.5_expression	uniform_1_0_1	uniform_1_0_1_expression	uniform_1_0_2	uniform_1_0_2_expression	gauss_0.5_0.5_0.15_gauss_0.5_1.5_0.15	gauss_0.5_0.5_0.15_gauss_0.5_1.5_0.15_expression	gauss_0.5_0.75_0.25_gauss_0.5_2_0.2	gauss_0.5_0.75_0.25_gauss_0.5_2_0.2_expression	gauss_0.5_1_0.5_gauss_0.5_2.5_0.15	gauss_0.5_1_0.5_gauss_0.5_2.5_0.15_expression	gauss_0.3_0.5_0.15_gauss_0.4_1.5_0.15_gauss_0.3_2.5_0.15	gauss_0.3_0.5_0.15_gauss_0.4_1.5_0.15_gauss_0.3_2.5_0.15_expression	gauss_0.3_0.5_0.2_gauss_0.3_1.25_0.2_gauss_0.4_2_0.2	gauss_0.3_0.5_0.2_gauss_0.3_1.25_0.2_gauss_0.4_2_0.2_expression	gauss_0.25_0.75_0.25	gauss_0.25_0.75_0.25_expression	gauss_0.25_1.5_0.25	gauss_0.25_1.5_0.25_expression	gauss_0.18_0.9_0.12	gauss_0.18_0.9_0.12_expression
15176	group3	0	0.27456142158830377	5	0.8007406604624723	1	0.579033273712425	21	2.4640841502770483	1	0.3596028234339862	0	0.44256490451004615	9	1.5089193303406423	1	0.6381592639026213	17	2.641749179454502	3	1.4100187709878897	1	0.18745605290933393	1	0.5124632809032127	3	1.2713527886754403	1	0.7448298624017441
20781	group3	1	0.20644111756544825	2	0.8686732087098228	5	1.0594153545717624	2	0.6385183169295681	0	0.4231780436580066	0	0.09650351653331657	3	0.6391374308781118	15	1.9834013314192533	31	2.520262634994306	1	0.4187980930846705	4	0.5591908261185764	0	0.0	0	0.0	0	0.0
14986	group2	0	0.469791447182421	2	0.6765538111246987	1	1.103666593365614	1	0.870822626283843	1	0.17452871626694177	11	1.7619280400015673	0	0.5417236119968754	9	2.3030380691574073	1	1.0896210113748277	18	2.53923140051519	4	1.6034045045074368	0	0.0	0	0.0	0	0.0
23058	group3	0	0.04433067671748386	3	0.8035082365305091	4	1.0023277873395013	4	1.0157309717664573	0	0.04198823377757621	12	1.8968284776406141	1	0.46155528296077253	21	2.0670168226488603	26	2.6400848021404757	9	1.5826162176350993	4	0.404674459303194	0	0.0	0	0.0	0	0.0
15642	group3	1	0.1658601330868899	1	0.5374454011443892	0	0.6598133787500156	23	2.6600635720586228	0	0.6350958756290459	9	1.5093531244047642	1	0.6458452411020439	5	1.7552619115291135	11	2.213884548512247	3	1.4445326512112238	15	2.3121506216356167	0	0.0	5	1.230590497201694	0	0.0
22169	group3	2	0.8006743963528051	4	0.629423583951057	1	0.8657890034833362	8	1.1772629331114306	3	0.23701044259636284	8	1.6479681245067643	3	1.3012465876978905	12	1.9190184995782946	21	2.6249199583175504	2	0.5601844406490674	2	0.5955222027335038	0	0.0	0	0.0	3	0.9467527256573027
17722	group2	2	0.9801403931213132	0	0.47551410771111774	1	0.8573372661946793	13	1.7442273453019608	4	0.7000004078324299	0	0.6220035034994118	1	0.6683323109388819	0	0.8732022642374676	7	1.3457251320943442	19	2.616367032858063	2	0.8256673371473697	4	0.6314861075375611	4	1.6094589980020004	8	1.1232997734827217
17148	group2	0	0.12463627294857876	3	0.8417972121387637	2	0.876084135861063	5	1.73177802041734	1	0.41680600086337827	1	0.25798122764044407	4	0.6703556722686675	1	0.6048000333297471	16	2.3734826588510534	21	2.5441454760147835	15	2.140547358976793	0	0.5756719801435798	4	1.3716632266023703	0	0.0
17069	group3	3	0.3121860533553105	2	0.6434916943621964	0	0.8732917570374648	4	1.3464044249352534	1	0.898063631580873	0	0.20164289541075164	4	1.3128357849614896	13	2.107044969867396	10	1.7060143582710254	1	0.6282110971395853	0	1.1399290130320048	0	0.0	0	0.0	0	0.0
20431	group3	1	0.2846455366606798	5	0.7031111834460361	4	1.3844584238754178	4	1.236304018324298	1	0.29788512683842994	6	1.3439447706659633	7	1.3440355107399247	22	2.5089018267787067	11	1.4802331635167607	12	2.1954613905443474	14	1.9667560773916546	0	0.0	0	0.0	2	0.8140630109168246
17768	group3	4	1.2395717902186192	2	0.6745501219115698	5	1.1620914670988922	4	1.83043411437207	3	0.5407770785563972	0	0.28375085523067467	3	0.586428929795317	14	1.9293772080225209	4	1.0804070921921851	1	0.4428056245996687	2	1.4117103777717184	0	0.0	11	1.5722142105434662	1	0.8673327617989423
19313	group3	1	0.8485277777436019	0	0.34825305001300055	5	1.2462772301584195	6	0.8082356453723765	0	0.2849945604401376	8	1.8460726771270903	1	0.30619642684740583	11	2.009506321183696	4	1.47473117658144	23	2.6013928807928433	11	2.3068309137944416	0	0.0	7	1.8797115345217696	3	0.7335161753822406
4758	group2	1	0.6588755954308001	1	1.0647632943055885	0	1.1127295022464812	1	0.5046988974488704	1	0.9485777249222824	0	0.48982133902138303	1	1.3515693095354806	0	1.8481357872354907	0	0.17921658100840365	0	0.30236945188001146	3	1.8954999718834233	0	0.7447620976883352	1	1.2921774844788678	0	0.0
10549	group3	1	0.3924694784408138	1	0.9015752516653404	1	0.9211303246051659	1	1.381676314403036	1	0.27776782917302856	8	1.4961308379243985	1	0.4208564924417385	4	1.9215680139227225	1	1.4246226146118908	12	2.3604168848774885	0	0.4307356505397456	0	0.0	0	0.0	0	0.0
11669	group3	2	1.042536461489159	1	0.6365217212367206	1	1.3141049148297916	2	1.271912929007434	1	0.6762385286612236	3	1.22208591686407	1	0.49478865916347875	9	1.7774603970284937	2	0.6100085032824714	4	1.6232196383086703	0	0.36615378438167434	4	0.7779815504585701	0	0.0	0	0.0
11276	group3	3	0.5312248411589517	3	1.068736843179082	2	0.9922050687544682	3	0.7694441426366002	0	0.354365362528401	0	0.6897674703800256	2	1.2571948323187951	1	0.7129135187084832	0	1.252169082950741	0	0.6335721585984568	0	0.18707037669362275	0	0.0	0	0.0	0	0.0
16842	group1	6	1.2594266572566069	0	0.8641780902277553	3	0.8210311479660064	1	0.8219598279768517	2	0.6834897200933504	6	1.2624609985428443	5	1.2488203827725919	3	0.9783906943456704	21	2.5726143278766527	1	0.6183577131603639	8	2.0471650482438326	0	0.0	0	0.0	0	0.0
26084	group3	6	0.8414867877954273	5	1.3486678889475727	5	1.1222598746998167	6	1.501742197182576	0	0.6198783133849382	0	0.03586547960333908	2	0.5019799413356426	10	1.8202794739303365	39	2.6402988514148826	12	1.652043575950407	18	2.0441899518594675	0	0.0	0	0.0	0	0.0
18576	group3	0	0.5765551881158724	1	0.7273703579426396	3	0.870902283356959	10	2.34855449773912	1	0.7729925150818439	3	1.5289149452501491	10	1.744470259618353	3	0.9548720747546883	7	1.4754387402443856	8	1.5143651748986364	10	1.9701884254764253	0	0.0	0	0.0	0	0.0
27090	group3	0	0.18575494482550664	0	0.44444181493761686	3	1.1852065065324837	10	1.7622575582115003	2	0.6262507292301286	0	0.3439451874344477	12	1.30007366366834	5	0.7667238669502547	7	0.7807994312619966	11	1.5222980417033467	17	1.8653337036018498	0	0.0	0	0.0	0	0.0
17961	group3	3	1.525272558042622	1	0.45970488843583124	3	1.1289645614481207	0	1.0442901191764542	1	0.45610056789760844	9	1.2248130123031882	7	1.5031404114404276	1	0.6568370491830346	17	2.4277253829002574	17	2.4843733604972202	11	1.9122835381209944	4	0.6907039605920052	7	1.2057655253842343	0	0.0
33584	group1	0	0.2278687961047251	6	0.9161242334312845	5	0.8894401957477658	10	1.3193924061630866	2	0.4505720146485206	0	0.23521357975158197	3	0.6448803429275513	22	1.894493146855657	9	0.8906003925721411	9	1.325620395375132	25	2.0732545781268397	0	0.0	0	0.0	0	0.0
15073	group1	2	0.2788187945276487	0	0.8000362131153034	3	0.9797333747299114	11	1.7359540175097912	0	0.15635950597639103	2	1.140792178739607	2	1.3227203895658932	4	1.6682469529824682	10	2.0974798051853716	14	2.504934952648281	7	1.8858128434203958	0	0.0	7	1.4315965172493703	0	0.0
16713	group3	1	0.5268686381338094	0	0.5551454616064959	1	1.1136676847424059	2	0.7929849066825743	0	0.11755810682133061	10	1.467311847295567	1	0.3931667629125783	12	1.8821213731151893	1	0.6944190356887272	0	0.4595386996139965	8	1.9208776392384315	0	0.0	0	0.0	0	0.0
13398	group3	1	0.4984062876895136	1	0.7802828987631129	3	1.086888020813161	9	1.075161837545901	1	0.15474598471370005	9	1.5931647804399418	3	1.3815123112797425	2	0.6373336891863832	17	2.4618998541595474	16	2.493990339414538	6	1.9251464880676104	0	0.0	0	0.0	0	0.0
13913	group3	1	0.21172810670890035	2	0.7690931057034354	1	1.0133344063450844	1	0.7652597975984031	0	0.9295333096696448	2	0.27251804978501504	8	1.6074329176442186	1	1.0478239467520156	21	2.8278864721254484	13	2.6518971726829466	10	1.9091396733737838	5	0.9129679283752783	0	0.0	0	0.0
10452	group3	3	0.8731615916778146	2	1.017808983570605	0	0.8415744857869374	6	1.4644530822330801	0	0.670457969514708	2	0.9536833704436414	3	1.7308954401449326	5	1.7231090356348364	1	1.3546089825413314	3	1.4532480213387802	4	1.0597905127120946	0	0.0	0	0.0	0	0.0
18810	group2	3	0.26258619272824346	1	0.34899425762743524	2	0.9089102368850074	9	1.5577015935637017	4	0.9048610107099665	4	0.8220734683466877	7	1.4886011861566344	2	0.4475187494474825	3	0.898505479121399	2	1.4730653597234076	1	0.6929821765535872	0	0.0	0	0.0	0	0.0
18113	group2	3	0.7627662565443387	1	0.4489402962796627	3	1.1018966157785264	7	2.0473640139353524	1	0.6146949375583336	1	0.7981771166556484	4	0.563812971517988	9	1.6213033779090644	1	0.7811591868788135	0	0.66514012201155	17	2.1896745788301515	0	0.0	0	0.0	0	0.0
16620	group2	1	0.908939051124801	2	0.7143819559053028	3	0.9783926339051368	3	0.5821312374055192	1	0.21281212452735265	6	1.6613298343224967	1	1.119932780132549	18	2.3614095477383605	23	2.4005028787353098	14	2.359703274764362	0	0.22440144660921102	1	0.8424363770638726	0	0.0	0	0.0
18339	group3	0	0.2882343655465675	2	0.4805693585066467	1	1.115299329413993	1	0.9582701097754189	0	0.012508678515450677	1	0.37542961707611755	0	0.4519937622757143	14	1.910023297399255	18	2.6037082933867506	8	1.5042149410669923	2	1.1445962191830028	3	0.8529815232099176	7	1.6271896127347967	0	0.0
12616	group3	2	0.7120656267972899	1	1.3205195697393015	1	1.0958480343327943	7	1.2060103149605528	3	0.5336786787627776	2	1.5230337013270634	13	1.9738422052563327	3	0.6760200382239633	3	1.378936872155264	0	0.4558670615035417	1	1.3399142249960134	0	0.0	0	0.0	0	0.0
14659	group3	4	0.9010668829542174	2	0.5390001335190266	2	0.9259788532541863	4	1.3924917864184678	4	0.9729953582373042	6	1.471589685285598	2	0.6136019922266941	0	0.3181687152508006	5	0.9527755938915622	0	0.4023956818587938	18	2.0230039847787404	0	0.0	0	0.0	0	0.0
22470	group3	1	0.7559181562069216	4	0.8264663576400928	4	0.7426588285670949	4	1.2452564469453868	2	0.7936977487574749	1	0.8448658610807238	0	0.37166534347782276	7	0.8360612528898032	7	1.2865057535203426	1	0.6428139654318025	3	0.8338628769676182	2	0.49129035006254473	0	0.0	0	0.0
14916	group2	3	0.7076586393085038	0	0.7150493568743836	3	1.093979827609268	21	2.6735316807734693	1	0.0689255832829494	0	0.2740927307016654	2	1.2499741517771488	11	2.0983238643860083	10	2.4643460380078173	5	1.6853934239101702	2	1.1141057647480272	0	0.0	0	0.0	0	0.0
15961	group3	1	0.3826975751268594	1	0.9447151433599286	3	0.9259421716705468	5	1.313956038562076	0	0.36392270604578014	8	1.4089634433912914	1	0.49129154003421377	10	1.8832625429945786	1	0.6466805947569316	1	0.594886902212455	2	1.3860754375604754	0	0.0	0	0.0	0	0.0
21741	group2	5	0.8763560222381475	1	0.34797906969714043	4	1.0327138790583072	14	2.1637468694448687	0	0.13339466388959376	6	1.7500965379235291	9	1.4578862586493075	14	1.969947784908427	7	1.4728410957745068	4	1.4214307697877844	11	1.5822712167898252	0	0.0	0	0.0	0	0.0
12889	group2	5	1.342395470515271	2	0.6367726991808689	1	0.7699256812527879	20	2.7418200159398856	1	0.2704180961487477	0	0.35172819365805896	8	1.5147086318530711	5	1.14350516736256	4	1.2962133346923148	5	1.460614837093256	8	2.129643978077746	0	0.0	5	1.8994742143265086	0	0.0
17531	group3	3	0.5209353258113576	3	0.731489428416321	0	0.7892699049429133	3	1.2275346607861672	0	0.6776194513616779	1	0.2351234096935848	9	1.6853699153214023	1	0.7937641286024091	19	2.4278380485416617	1	0.5029375213050902	4	1.4842551906869172	0	0.0	4	1.2548373084093956	5	1.0114778436344989
14022	group2	1	0.9515052068987129	2	0.44969176623952656	2	0.9615837090446399	1	0.9938862437988291	0	0.32564728855856995	1	0.4212084598925554	6	1.639093560194132	10	2.1825270029087593	19	2.611082049468262	14	2.1730248626614603	13	2.001087773264335	0	0.0	3	1.4740810438808833	0	0.0
16369	group2	1	0.08961601420112153	2	0.8407259884702422	2	1.0876397705952034	12	2.0248957336658866	0	0.5094472542632426	1	0.8869559703587704	1	0.3110902186220018	11	2.1637021972490746	20	2.4810979589468873	22	2.6546720608364542	7	1.1566684883946712	0	0.0	0	0.0	0	0.0
13522	group1	4	1.0433304007085897	1	0.7718627095113576	3	0.7624489581094257	2	0.42683291308153004	2	0.28925011327692696	2	0.920949680419215	1	0.38024469354677115	0	0.6631099686541112	13	2.583045381491599	22	2.5977419532157797	5	1.1443759143435441	3	0.9162117927477335	0	0.0	0	0.0
16179	group3	1	0.2667150252984444	2	0.9856355101280689	5	1.150714653128233	2	0.9288558613195028	1	0.4096824249368033	7	1.5138657702695069	3	0.727355135359729	0	0.628745007305236	12	2.385282576800181	23	2.483686419774336	3	0.8669573633664382	0	0.0	0	0.0	2	0.8334171831373938
14075	group3	1	0.4888043733880618	1	0.7141821453438681	1	1.2084603690781668	1	1.074043488163197	0	0.3778255596902663	0	0.3284638622410361	0	0.42830651842224476	3	0.8836065999469421	17	2.6395130111137375	1	0.5555686407684032	2	0.6094941691660631	0	0.0	0	0.0	0	0.0
20601	group1	0	0.3876763920904024	1	0.6159950644451548	3	1.0894335200078704	0	0.514545957103531	1	0.5834185382368494	13	1.7991206408747795	0	0.6864148681452836	1	0.48945761810058674	29	2.585992744604778	25	2.46852481899587	16	2.1536921378053275	0	0.0	0	0.0	0	0.0
17082	group1	0	0.12404074630603196	1	0.6308444741857199	4	1.1346520307031258	4	1.6739729299980035	0	0.07894453728685369	4	1.043389859579655	7	1.5416581150119189	3	0.8968105016859205	20	2.4997147415276197	6	1.6226746920849464	10	1.997274526646754	0	0.0	0	0.0	3	0.7826210349905011
21430	group3	3	1.2017355412913902	2	0.5707457670501616	2	0.8577602214577169	3	0.4496217637745188	5	0.9936109278764425	1	0.5588030759693425	0	0.5092203655285354	0	0.5055454539370821	32	2.621772201313738	1	0.380862089185708	1	0.7707378096289051	0	0.0	0	0.0	0	0.7822014630291102
18635	group2	2	0.46246879312339695	5	1.1247741896959955	1	0.7439939714771626	3	1.2002386334705035	0	0.1357349237370119	0	0.0455209739648208	1	0.23642634098081117	0	0.6045384609425151	3	1.0133288807060312	6	1.4667459103079814	7	1.210981350705219	0	0.0	5	1.3534447844917434	0	0.0
15350	group3	0	0.633356275933413	2	0.9594997266748979	3	0.9115365642521369	2	1.5722989065395434	0	0.05381591084377613	5	1.1718315755607864	6	1.4614550148834016	1	1.2286046950606642	25	2.7104638198744277	0	0.6886581775835952	3	0.9478821745183168	1	0.8409066735404033	0	0.0	0	0.0
16445	group3	0	0.5937649111461228	0	0.6498413217181184	2	0.7704559503243468	6	1.7231302208219774	0	0.9100306297374963	1	0.4037791755374749	8	1.6458024081812928	2	0.6414469245974478	6	1.4142269468645439	18	2.3212756366609115	0	0.6797395266577679	0	0.0	0	0.0	0	0.0
12916	group3	0	0.1933641274455159	2	0.7189487889147989	1	0.9578237988040219	1	0.9201829809043749	0	0.3651288379915032	1	0.8830635454396034	1	0.6225682272932592	3	1.1911579182780425	7	1.7077261276751186	16	2.437589394297278	6	1.9013045769717252	0	0.0	0	0.0	0	0.0
17400	group2	1	0.2832892496581565	2	0.43289416883170795	5	1.1419848337923484	6	1.5497676293135085	0	0.004473425495092775	15	1.9215573775851094	0	0.2566467269487538	12	2.013057636916541	21	2.619609122050133	3	0.7736732537427415	19	2.1983075048524108	1	0.6183087142280127	0	0.0	0	0.0
27541	group3	0	0.11854126459831427	3	0.8068437623702853	3	0.8840830123595722	18	1.7765026857075157	1	0.2508696810371144	3	0.4048341986424331	9	1.6682926666158502	5	1.0694480592490718	19	2.4204051678869876	10	1.3654545490613441	13	1.8117942184669493	0	0.0	0	0.0	7	0.829331826095385
10978	group3	1	0.6086240605812336	1	0.9026534998552463	1	1.2123668413623492	0	0.664816491341321	2	0.8083413089981617	0	0.8274916680193185	10	1.6703162946741934	2	0.53052087309212	6	1.4070843643749935	9	2.3031101387551316	0	0.3286177451861555	0	0.0	1	1.2936744968749345	0	0.0
14461	group3	2	0.3455628784157513	0	0.5644598181580391	1	0.9763752658125606	3	1.4547309609606698	2	0.7428193025084376	9	1.6874835036792672	2	0.6413668723576792	6	1.9250007051954965	2	0.7574618881967978	1	0.42870838038498665	4	1.2876481033926308	0	0.0	0	0.0	0	0.0
20181	group3	1	0.4486079502468386	0	0.7140116016967161	2	0.8026686414282692	5	1.3353093669197875	2	0.6451438661286618	0	0.054431143447396746	0	0.14652718551531718	0	0.3016685514618084	17	2.5862414450167113	1	0.6658816780920025	0	0.31770368548283734	0	0.0	0	0.0	0	0.0
12979	group1	0	0.16208682349202858	2	0.8636396054930703	2	1.0729120313009213	1	0.7746801372500709	1	0.8256441520619726	6	1.3421766497199847	4	1.586375157835203	1	0.6702775837253683	15	2.543878523115702	16	2.585575081324539	3	0.8539786584564335	0	0.0	0	0.0	0	0.0
6579	group3	3	0.9600846572121895	0	0.7144087721550499	1	0.9690576333818635	2	1.6031651806530283	0	0.47282536523659213	1	0.9312283408915594	1	0.5677523819874759	2	1.909361192611285	1	1.2970325736665398	0	0.4258687964359197	0	0.39248798080927216	0	0.0	0	0.0	0	0.0
16298	group3	2	0.16012129440309697	0	0.7821432023278216	0	0.9121442091838443	1	0.7923872009689481	2	0.9189020672089847	0	0.6856186792082386	5	1.3058605916054562	14	2.2380983528121443	15	2.649986533859783	1	0.20773650238208852	9	1.8824062115635893	2	0.6714407121679521	0	0.0	0	0.0
25113	group3	13	1.628183854619237	1	0.5359432613080927	3	1.0082167331156477	18	1.74098061048753	3	0.26965340965085405	5	0.9999585372583244	9	1.4207264071138908	8	1.7567607291263756	6	1.1577570236342576	1	0.2526928855077216	15	1.9920508344134542	0	0.0	0	0.0	0	0.0
18299	group3	2	0.2488224363610269	4	0.9562153976249252	7	1.4737217469472694	5	1.5048121576778017	2	0.4966450735670228	2	0.864234704534609	0	0.35452927031222947	1	0.8761785999224335	8	1.5074703339575124	0	0.36551589159133785	16	2.2159481563369887	3	1.3195546055934058	4	1.3748568895613733	0	0.0
13236	group3	3	0.6795572570317987	0	0.44444814397458593	4	1.1360855451140084	13	2.049982314282254	5	0.8293798606234255	8	1.115144195828292	4	1.494705675074935	2	1.1625745266126355	16	2.4637688696510036	7	1.6493212282717613	12	1.760146549214992	0	0.0	0	0.0	0	0.0
14196	group3	0	0.07269878432664828	0	0.7320805735375444	3	0.8913960761649978	4	1.4735408382466353	0	0.5438484300170655	0	0.21620666170297387	0	0.4394207341319397	10	1.9403795209133283	2	0.8966398223070599	0	0.2779956822522177	1	0.6626158898436375	0	0.0	5	1.7065102392363158	0	0.0
15353	group1	4	0.9593837620887239	1	0.6131653315050379	7	1.2913971348956284	17	2.0242024174613777	0	0.2398420584422679	0	0.7100616295331634	2	0.7508514801456363	7	1.6516126743937893	20	2.4824240002940674	7	1.526177926247636	1	0.313809651362441	0	0.0	0	0.0	0	0.0
13842	group3	0	0.26360180083369533	1	0.4387930080137724	2	0.820079544237611	5	1.3188075655483096	0	0.3336523049437071	8	1.8597310220572367	5	1.5019000877795727	0	0.6595285764799204	4	0.9570808140287449	5	1.2668471590907429	2	0.39709508714142006	0	0.0	4	1.1691422329100776	0	0.0
21059	group3	3	0.6303064667305742	4	1.0153412614205022	4	0.9535347114815235	4	1.4729330733414934	2	0.860530646521499	8	1.0077626193644371	0	0.49490576905742795	19	2.0685863815805208	20	2.302311435107829	12	1.8431265535555115	1	0.5910401895613353	0	0.0	0	0.0	0	0.0
15230	group3	1	0.8883220403517571	0	0.5407319538642437	2	0.9350021680806928	2	1.630066394655268	4	0.5289953018157814	5	1.2829532278745248	6	1.6448373633354794	9	2.3146691583983285	12	2.3834826777893494	3	1.3885705593647264	11	1.9167909633417002	0	0.6506116242550669	0	0.0	3	0.6055118977912379
20683	group3	0	0.21567865088417865	1	0.7311726160486881	7	1.4377731410464545	11	1.7502131104674885	2	0.345771060282964	5	0.9412629628765246	6	1.3930082513047652	11	2.034715094900686	1	0.3982244371981334	9	1.5437391960089015	6	1.3480018068107353	0	0.0	0	0.0	0	0.0
13534	group3	2	0.6557760810514328	1	0.8219706278334604	0	0.4778720742502258	2	1.246880224797649	0	0.6240206539638866	7	1.9358292563627215	2	0.5608774097339928	9	1.9300300328352666	1	0.6410664462770361	0	0.40247580181894377	3	1.2844125141767193	0	0.0	3	1.7804416778491619	0	0.0
14560	group3	0	0.29500276771236417	0	0.5972487650775219	2	1.0766677493339016	3	0.6784540649451326	0	0.14801202939785696	0	0.23279085734464866	1	0.5968935214200816	9	1.902472649715945	4	1.0502798577256096	6	2.2862570610106294	7	2.016180462273833	0	0.0	7	1.74223795054654	0	0.0
11338	group2	2	0.9161866416184203	0	0.7376912684072197	4	1.0043425295381834	6	1.7613527234112798	3	0.7413745227105512	1	0.7011481666509818	1	0.31626772346921783	7	2.106653566241396	20	2.5110425737487896	15	2.3769169416217077	2	0.36703845746938	0	0.0	7	1.6181800220268197	0	0.0
17289	group3	3	0.8642989264859352	1	0.7695104971336132	3	0.7977385240434754	8	1.8522595579980263	2	0.36387694191834263	6	1.3604162620866478	5	1.5637537420452918	8	1.7905705000354375	6	1.0496937298065758	24	2.5278994690583323	1	0.6370506844897159	2	0.649832318344137	0	0.0	3	0.9804694723735288
13032	group2	0	0.24808988666162402	2	0.7157822066012967	2	1.0725896566037425	16	2.0849154163635424	0	0.516729480885077	5	1.5708598847417634	3	0.6484705319603828	14	2.1172242166779127	15	2.5108630609195477	8	1.4494373568568448	9	2.092617714098274	0	0.0	4	1.3658806012276687	0	0.0
19769	group3	1	1.097269207755236	2	0.6630653978868876	3	1.1740061733251883	7	1.6372028239952483	1	0.34666795923760263	2	0.7954050183363872	5	1.451887488497977	13	1.8035206380182718	17	2.584359211328741	4	1.627736761358199	0	0.7350031998220186	0	0.0	4	1.2575968324355118	0	0.0
14311	group3	0	0.033273241810180265	1	0.586864436289988	2	1.1457885896879854	8	1.9174951223634484	2	0.8572866175131786	5	1.4815377770706115	7	1.6135537478438555	0	0.6666885725778202	16	2.4154068150527883	5	1.5488104085131846	5	1.74950022526609	0	0.0	0	0.0	0	0.0
10820	group2	0	1.0935632387796137	1	1.0795774729540346	0	0.7157549997090421	4	1.048472846042155	0	0.1765346257378747	0	0.7453521662091862	8	1.3714781636205822	1	0.47971994358699827	0	1.29083275810884	8	2.4186661618848806	4	1.3026009533594474	0	0.0	0	0.0	0	0.0
9348	group2	1	0.6644522175185635	1	0.7563564000199332	3	1.1648487693845175	1	1.2992199729467007	5	0.8691241443899026	1	0.19519868077202163	3	0.7048296314404434	5	1.883052649141913	9	2.3207717404247	16	2.560124250504161	1	0.40902117747920674	0	0.0	0	0.0	0	1.0263523496678
22935	group3	1	0.49737138664017866	5	0.8823565598650722	5	0.9207213570264654	6	1.373023083413697	2	0.6618477816145172	0	0.03394393364064863	0	0.34820878459133603	20	2.3827661602100147	23	2.3667895368785183	27	2.6281654410917934	1	0.39687757253107725	0	0.0	0	0.0	0	0.0
13579	group3	2	0.915517370194225	4	0.7717370258388626	2	1.2095271809981012	2	1.2891138482045128	0	0.18157346768852523	0	0.283367138303366	1	0.5174981916041772	9	1.9126598983978553	2	0.7415703502877011	5	0.7045071911401292	1	0.13438757854631378	0	0.0	10	1.8494963773837112	0	0.0
11869	group3	0	0.8561164279902431	0	0.609476526907275	4	1.0312568015828618	4	1.2772924558941594	1	0.1566020782092773	17	1.9741468317989685	3	0.41426710333954897	17	2.352801618016797	13	2.4749629952686187	13	2.442693051708669	7	2.1382422692601772	0	0.8225543144252825	1	1.1336852511542035	7	1.073341385175708
15168	group2	7	1.6510803399788812	2	0.7370528090495193	1	0.7188950785642678	8	1.683868141579601	1	0.2597315935904744	0	0.38407666576694655	2	0.5968526098902582	8	2.2554042048748886	0	0.451181039433185	10	2.302020545964104	4	0.4628115695766536	0	0.0	6	1.4839892987292267	0	0.0
15499	group1	2	0.363752410114191	1	0.9821507183168052	2	1.1316122994179274	11	1.9866729877228226	2	0.44366618015176507	0	0.016004840834443534	0	0.21493313644053685	1	0.9240444454385508	13	2.365833502613884	15	2.6335273937540022	0	0.2066908693192036	0	0.0	4	1.4105385924945186	0	0.0
18677	group3	0	0.006552464206905195	1	1.0390011128949252	1	1.0320177952820435	2	1.533225606366068	3	0.9441883604194308	9	1.1368913724956669	3	1.4912069635426355	14	1.8236082906310214	0	0.5893571024708809	7	1.6380016394814674	19	2.0286335222101006	0	0.0	0	0.0	0	0.0
19574	group2	6	1.2963636365872153	4	1.14054102384174	6	0.9755889050970721	9	1.806159495522045	3	0.7846037313985447	4	0.9645945784423657	0	0.5047970565784047	2	0.7305793522572854	18	2.3263248085052353	0	0.4842100080067032	0	0.5389967615374508	0	0.0	0	0.0	0	0.0
14646	group3	3	1.0886008015152482	0	0.5543871140257154	1	1.0708683087818707	3	1.6171514080210496	0	0.2880479079839495	3	0.5958207225529233	0	0.6224806998800986	10	1.6380260247717164	0	0.9328745305465651	1	0.3314554782590533	4	1.3004883090207213	0	0.0	0	0.0	0	0.0
12463	group3	0	0.8725098760770741	0	0.6510317937232225	2	0.97168518556901	10	1.7705911508361054	0	0.4757061656097876	6	1.8612163231200298	1	0.5941325492742414	2	0.7388894844275065	2	0.5864168257870672	2	1.4162257191814605	12	2.008597574444609	0	0.0	0	0.0	2	0.8378110269558229
13324	group1	1	0.6181095195740414	0	0.45642478758484767	2	0.6424931196390535	7	1.6269102946096088	0	0.04248648746386141	5	1.4036149261725726	0	0.3148718365676173	12	1.9357762156568599	1	0.4674316519835364	17	2.6183103381421238	5	1.509357018188006	0	0.0	0	0.0	0	0.0
7311	group3	0	0.8426919928259111	1	1.3164737693168025	0	1.2715197844575605	0	0.9578412249637259	1	0.7760360643371536	0	0.8284298012036684	1	1.3107701676928323	0	0.5295576724624571	2	1.308346133435684	0	0.6316696493494597	6	1.9393609118493376	0	0.82565341187225	0	0.0	0	0.0
14073	group3	3	0.9488921011251775	2	0.8339634969131572	0	0.8880386162455398	10	2.042332104228012	2	0.7147609067105403	0	0.04735673653882633	0	0.6449203123383341	11	2.100706744163691	22	2.5896754514268396	15	2.459437208565136	2	0.5990986789756437	0	0.0	0	0.0	0	0.0
14333	group3	1	0.4674600091372737	3	0.8849070343943573	3	0.8830418819858333	5	1.0214398493230643	1	0.6422221935784738	6	1.3814678314079532	4	1.380069772734977	17	2.329928926723327	26	2.7012683181207042	27	2.6651000504478866	0	0.5357772586670835	0	0.20538090522360042	2	1.251109068419254	0	0.0
