nCount_RNA	group	0.5_0_0_0.5_x	0.5_0_0_0.5_y	0.5_0_0_0.5_x_expression	0.5_0_0_0.5_y_expression	0.5_0_0_0.5_group	0_0.5_0.5_0_x	0_0.5_0.5_0_y	0_0.5_0.5_0_x_expression	0_0.5_0.5_0_y_expression	0_0.5_0.5_0_group
37301	group3	6	1	-8.981861265299127	-9.297273966244422	0.0	23	2	-7.5537851007604155	-9.2877581919428	2.0
17763	group2	4	10	-7.7831057685615335	-7.38434384401415	3.0	7	2	-7.513724714609145	-8.782382817205065	2.0
32011	group2	16	14	-7.568561875431453	-7.416453361412795	3.0	1	20	-9.22208869242191	-7.5432205361315345	1.0
13669	group3	1	2	-9.401576663960556	-8.425424528169694	0.0	2	3	-7.435511154441983	-8.833371410828601	2.0
10756	group3	9	6	-7.468105554390239	-7.392071344514893	3.0	1	8	-9.014901678827888	-7.447657764416071	1.0
13658	group3	2	1	-8.660176177219995	-8.344245554759503	0.0	9	1	-7.4804315235039365	-8.751075043608193	2.0
35219	group3	21	27	-7.609450909576066	-7.354994631221765	3.0	6	23	-8.78443297194605	-7.504550145841564	1.0
20444	group2	9	14	-7.51872700833954	-7.416809555482519	3.0	2	9	-9.038072744703207	-7.620565962303131	1.0
20589	group1	8	7	-7.576654907565317	-7.519963273363797	3.0	13	4	-7.7331480859055315	-8.559342550115122	2.0
6456	group3	0	1	-8.888908547175827	-8.974789982190073	0.0	5	1	-7.3825509845559765	-9.001146683764787	2.0
9981	group3	4	9	-7.57852982539028	-7.3376264267391615	3.0	5	0	-7.363990894777721	-8.682753948859512	2.0
13928	group3	2	2	-8.674258078793372	-9.353686806141214	0.0	6	9	-9.155741190344468	-7.429025629604362	1.0
21244	group3	3	2	-8.729346181367823	-8.65318318113922	0.0	9	6	-7.625306923520141	-9.295099486562957	2.0
16413	group3	18	11	-7.174568839856399	-7.611435181562056	3.0	2	8	-8.708072054765939	-7.472661916338575	1.0
14372	group3	1	1	-8.88291106505677	-9.057000550343599	0.0	1	8	-8.97089413033312	-7.47009856105364	1.0
20821	group1	7	13	-7.424703133311194	-7.504256698433539	3.0	2	17	-8.881030648277136	-7.488508411591474	1.0
14408	group1	10	7	-7.506473741902859	-7.396842485788463	3.0	2	6	-8.648581964936845	-7.446117392316741	1.0
13305	group2	1	1	-8.70734717633143	-8.476366648074624	0.0	2	6	-8.65640522445911	-7.5343202409191585	1.0
19514	group2	4	4	-8.942527906017666	-8.409384183401711	0.0	14	5	-7.445339038772066	-8.674391780992057	2.0
21711	group3	3	7	-9.198662703538275	-8.498128071441215	0.0	15	1	-7.587140983724575	-8.890240515418133	2.0
15279	group3	12	5	-7.3421799330870146	-7.534499593152865	3.0	0	6	-9.104161254742207	-7.603530995927641	1.0
12648	group3	5	6	-7.528480497063731	-7.414206006451508	3.0	3	3	-9.157628915841876	-7.589018980652449	1.0
9322	group1	4	7	-7.393759238979505	-7.596414312097825	3.0	2	4	-8.91470732000036	-7.367330983661033	1.0
17782	group3	11	10	-7.457902099084494	-7.564857834958886	3.0	2	12	-9.03983626057164	-7.74212623832093	1.0
14728	group3	0	0	-9.30705449543941	-9.11857783534596	0.0	13	1	-7.561100492395529	-9.32789627589297	2.0
16071	group3	1	0	-9.13445244700331	-9.299422436460162	0.0	11	0	-7.593337598202504	-9.670941511785461	2.0
11092	group2	1	2	-9.751637439622318	-9.198915002430706	0.0	9	2	-7.323067668731769	-9.037046662916524	2.0
19234	group1	6	3	-8.452201662859599	-9.028903571235086	0.0	1	14	-9.569958395784704	-7.435135114427848	1.0
24905	group2	3	0	-9.51422022332881	-9.277142200478691	0.0	4	16	-8.617391479600233	-7.673075865913754	1.0
15227	group1	9	7	-7.304811167404954	-7.434458708835793	3.0	5	1	-7.615631563718004	-9.053489700138808	2.0
10618	group3	0	3	-9.022991869199211	-8.64198944667939	0.0	1	2	-8.994191601750224	-7.693062043540574	1.0
17386	group2	7	15	-7.670384556759382	-7.414573288737762	3.0	4	8	-8.77908661000546	-7.620788227415521	1.0
14260	group2	0	2	-9.395270180926211	-8.802760752166108	0.0	6	5	-7.51721340565207	-8.335073837656754	2.0
29904	group3	21	17	-7.408113471357145	-7.356341461166154	3.0	25	10	-7.445447711632844	-8.324105561125693	2.0
35792	group3	3	2	-9.607678077550377	-9.010189585537287	0.0	1	18	-9.35187496928405	-7.530904034976176	1.0
25831	group2	21	11	-7.485330030556193	-7.5084080430063205	3.0	10	2	-7.615607861283955	-9.301912322193555	2.0
16730	group3	1	0	-9.02467361250994	-9.120117895764366	0.0	3	5	-8.613538932372482	-7.412339106343256	1.0
21988	group3	2	4	-9.091399975454896	-8.805205656088319	0.0	5	10	-9.176478841818692	-7.70380817893943	1.0
23170	group3	5	4	-9.047917239036416	-8.58647413354583	0.0	18	5	-7.542033205852003	-8.698838225697028	2.0
11867	group1	4	4	-7.6388860050797085	-7.464212745392849	3.0	0	14	-9.032300122041999	-7.299110934529055	1.0
10507	group3	1	1	-8.835316032053214	-9.578938603440838	0.0	3	1	-7.523894220993716	-9.037260225318711	2.0
12218	group2	6	3	-7.37214957821008	-7.42485688712623	3.0	18	1	-7.306513147853394	-9.04574044435668	2.0
13110	group1	1	1	-9.185512645526304	-8.92983792282922	0.0	2	13	-9.420427400918213	-7.360353155979796	1.0
13930	group3	8	8	-7.604685079359531	-7.443908153007688	3.0	3	7	-9.050084921019476	-7.515908831118181	1.0
14065	group2	5	6	-7.305691381848362	-7.6563145718099745	3.0	7	1	-7.664144939966599	-9.390332899652066	2.0
14442	group3	5	14	-7.438428838991699	-7.568410757964	3.0	0	5	-9.068941179807231	-7.5348294970334955	1.0
28210	group3	20	20	-7.416541922029732	-7.326845998788386	3.0	4	19	-9.055608161745516	-7.614423890113977	1.0
18354	group3	2	8	-7.490345113410332	-7.649279416106629	3.0	5	11	-8.868448577173254	-7.429435128742937	1.0
23276	group3	10	9	-7.391456581588952	-7.424534360224689	3.0	10	3	-7.509688346152858	-9.082273763835763	2.0
22621	group3	8	15	-7.72387814069818	-7.551071055152091	3.0	18	3	-7.482787051190992	-8.888636875147009	2.0
22401	group3	3	2	-8.886361660287907	-9.090139592038149	0.0	10	3	-7.5411172839055	-9.186343510187513	2.0
11697	group3	0	1	-8.8460245667072	-9.22326891022201	0.0	1	5	-8.981896245639449	-7.491743823510932	1.0
13707	group3	1	3	-9.100453237637316	-9.102376798367114	0.0	2	10	-8.707265212471475	-7.330552283469163	1.0
18388	group1	1	1	-9.085055854908994	-8.959644862552247	0.0	1	13	-9.140447455695416	-7.582345873785494	1.0
15264	group3	3	4	-8.838472721162814	-8.439130344031545	0.0	11	4	-7.344258824057772	-8.799333192100967	2.0
17581	group3	4	16	-7.491032664726007	-7.379614852821832	3.0	6	3	-7.508077205481218	-8.963533592663094	2.0
13874	group3	0	4	-8.982824716043666	-8.98288285099617	0.0	7	6	-7.560098400882141	-8.473645841211356	2.0
15390	group3	9	4	-7.575390096816492	-7.593381313043236	3.0	10	0	-7.408399046576579	-8.761115301017922	2.0
15024	group3	12	7	-7.466080763114815	-7.494126644386475	3.0	2	8	-9.298804772614309	-7.4342467287791205	1.0
21935	group1	18	12	-7.505658828798378	-7.7431682266198285	3.0	3	18	-9.005731917486019	-7.504365904536265	1.0
14224	group3	9	15	-7.426010654002118	-7.505032362015149	3.0	10	3	-7.354957067145588	-8.858727590303376	2.0
14376	group3	7	9	-7.600515773611456	-7.371054866479134	3.0	3	9	-8.811489589108865	-7.601641950365383	1.0
27971	group3	4	2	-8.952273454004935	-9.128930026423713	0.0	5	26	-8.626607468109652	-7.27172351500416	1.0
15977	group3	0	3	-9.712320805219877	-9.368157044368358	0.0	14	1	-7.608880787657839	-8.952440762495154	2.0
20239	group1	3	1	-8.982444019415798	-8.767800222391097	0.0	10	2	-7.401670515530788	-9.112564198496052	2.0
15021	group2	2	2	-8.887036226689787	-9.225561227381872	0.0	3	10	-8.755823569330818	-7.466447352938399	1.0
10065	group3	11	4	-7.279301773537521	-7.680103128033493	3.0	7	1	-7.420538726843059	-8.711115710301973	2.0
13800	group1	1	6	-9.040643929290955	-9.034123524130845	0.0	9	2	-7.51060900426817	-9.167806020844859	2.0
20676	group2	1	4	-8.899227481467191	-8.786073960057573	0.0	0	9	-9.529632200297499	-7.425569459818384	1.0
29433	group2	3	3	-8.428687227245923	-8.9842888192997	0.0	1	15	-8.886882492581936	-7.628228125016146	1.0
15344	group3	1	2	-8.974390669973205	-9.11586859232947	0.0	8	3	-7.600805402701364	-8.773591445766696	2.0
23822	group3	13	16	-7.222096968329946	-7.35771066786339	3.0	4	13	-8.56188846812363	-7.586714488020734	1.0
30934	group3	2	4	-8.800399716623332	-9.051815958820853	0.0	5	20	-8.981227090095995	-7.48990325335299	1.0
13484	group3	15	5	-7.52499401016993	-7.585809749037352	3.0	6	3	-7.398621090396157	-9.01050072052999	2.0
11487	group3	2	1	-9.25499865081452	-8.73049529448185	0.0	1	5	-9.154812750042607	-7.570134618795044	1.0
14801	group2	2	1	-9.255702539006526	-9.00589086624366	0.0	0	9	-8.907251744192113	-7.427757327509554	1.0
13881	group3	9	8	-7.501796782298115	-7.506148623009113	3.0	0	11	-9.150972595266328	-7.447396171299637	1.0
23658	group2	16	6	-7.465493081956037	-7.832950003292506	3.0	6	17	-8.808266050228784	-7.593881183317361	1.0
30170	group3	3	3	-9.143995533459796	-8.927198040657121	0.0	3	19	-9.003898341437285	-7.476847681899705	1.0
20415	group3	2	2	-9.305894729842779	-8.873145459990988	0.0	14	3	-7.426436072290686	-8.949068018236291	2.0
13265	group2	3	2	-9.002280341523988	-9.100361806316846	0.0	5	6	-7.617743529933156	-8.394878875345222	2.0
15634	group3	4	5	-7.34830970995468	-7.370564624249651	3.0	3	13	-8.582099961001049	-7.499517010561448	1.0
18296	group2	11	5	-7.2723718853035635	-7.605082310030918	3.0	3	11	-8.85014917545272	-7.519689034881288	1.0
16848	group3	5	8	-7.644696334897022	-7.564573118303421	3.0	1	6	-9.2171654059787	-7.637857471728943	1.0
14045	group3	5	3	-9.280149198425068	-8.901618266048498	0.0	2	2	-8.81861061483496	-7.60026102047643	1.0
12106	group3	0	0	-9.052499053120428	-9.083042747455401	0.0	3	0	-7.5638592180995605	-8.777041691525165	2.0
15686	group2	8	6	-7.5738130277297415	-7.653385883881205	3.0	11	6	-7.29313931109919	-8.767508827045065	2.0
32081	group3	13	20	-7.62745873481134	-7.619132333538508	3.0	20	3	-7.582378109036546	-9.116814544473932	2.0
18468	group3	2	3	-9.431143029669235	-8.65984700307015	0.0	1	12	-8.719196489930667	-7.474745912594473	1.0
15876	group3	7	18	-7.63353373805266	-7.362788653483849	3.0	2	2	-7.749433136865556	-8.9912970738701	2.0
18957	group3	7	7	-7.6967155496780375	-7.561088711815107	3.0	14	2	-7.53872437133277	-8.938674757693118	2.0
20909	group3	1	6	-9.495660087372475	-8.849456923948908	0.0	4	14	-9.170536756438429	-7.378321844310038	1.0
7298	group3	1	6	-7.456463581653944	-7.3925998873452	3.0	5	1	-7.484004116900409	-9.218789746478596	2.0
22548	group3	14	15	-7.639084375802545	-7.521144403941507	3.0	9	0	-7.416214778671817	-9.283172862253275	2.0
13739	group2	0	1	-9.202698536700249	-9.519101382110069	0.0	3	1	-9.12773832074854	-7.616423738757149	1.0
16875	group3	0	1	-9.320120137134998	-9.062206181368465	0.0	5	3	-7.549280731682933	-8.925524309461965	2.0
17159	group3	16	14	-7.319608565675342	-7.458469983773322	3.0	1	13	-9.691554982080362	-7.353938212902734	1.0
12944	group3	5	5	-7.391001754039143	-7.560757215514648	3.0	1	6	-8.728978203310369	-7.478082314571714	1.0
12188	group3	5	4	-7.6235651430375935	-7.448740317604333	3.0	9	0	-7.264899940243097	-8.611760309481415	2.0
14147	group3	4	6	-7.623625034124787	-7.189371649723082	3.0	9	1	-7.559323180460527	-9.351466317272404	2.0
14372	group2	5	6	-7.5734861301220935	-7.421652838226706	3.0	8	2	-7.477421411426391	-8.95748329211556	2.0
17550	group3	2	4	-9.195879343541483	-8.667247627485722	0.0	1	7	-9.176326315184937	-7.652378351016346	1.0
17374	group3	22	12	-7.332004140477376	-7.439299224972567	3.0	14	1	-7.368452858818766	-9.206468389058132	2.0
20281	group2	14	12	-7.601952883165561	-7.557114099677561	3.0	2	12	-9.636704841609808	-7.4611932084334	1.0
18331	group3	1	3	-9.183628425050344	-9.063859771072629	0.0	5	2	-7.491107108115444	-8.855588915557714	2.0
14796	group3	7	5	-7.679225960134684	-7.378690951240835	3.0	1	3	-9.530631510023907	-7.393707017087412	1.0
17261	group2	1	0	-9.105378738327833	-9.12675522673794	0.0	8	4	-7.789740414862191	-8.895566848441929	2.0
20953	group2	11	12	-7.50593086623064	-7.3368958834929	3.0	18	1	-7.415016402668074	-9.379889471742443	2.0
11634	group2	2	3	-8.686356603708449	-8.701894865600716	0.0	9	0	-7.469398253199583	-9.35800560442319	2.0
17842	group1	11	8	-7.455193206719836	-7.704250795993318	3.0	11	0	-7.582131451356246	-8.86249728932881	2.0
15282	group3	2	1	-8.58929519267971	-9.32478785325412	0.0	2	12	-9.06688504693365	-7.468272637004315	1.0
14610	group3	6	5	-7.578870898209937	-7.665639867574013	3.0	6	4	-7.362252279055344	-8.950936260758548	2.0
19793	group3	1	3	-8.782394022192882	-8.98048953190626	0.0	21	3	-7.37208763319431	-8.897413958410961	2.0
15561	group1	3	2	-9.10784233774351	-8.822951048846305	0.0	6	5	-7.56447252508922	-8.820318921016979	2.0
11711	group1	10	12	-7.305668303203116	-7.247786798014828	3.0	1	3	-8.771802008870669	-7.221704721884702	1.0
10894	group3	2	2	-8.550914463143254	-8.744421712209892	0.0	5	6	-9.026719385643007	-7.462959879217465	1.0
11195	group3	10	7	-7.47114518635025	-7.448892099895866	3.0	3	6	-8.858466672261965	-7.39289231621814	1.0
20934	group3	12	22	-7.445635465587015	-7.484495972516411	3.0	6	3	-7.677187910309584	-8.806903923372666	2.0
14353	group2	2	1	-9.459333332277732	-9.310005050863932	0.0	3	4	-7.717006183384196	-8.321667001661467	2.0
15303	group2	1	2	-9.607009181702356	-9.37386362605658	0.0	6	2	-7.522759527221528	-8.880029117298664	2.0
15176	group3	0	2	-8.919608227056411	-8.551632899698987	0.0	2	8	-9.33044988801752	-7.498677276386904	1.0
20781	group3	4	1	-9.000661933622899	-9.233526546130062	0.0	2	17	-9.402409688121743	-7.382391104639762	1.0
14986	group2	1	3	-9.041787564830587	-9.026965323600304	0.0	5	2	-7.5710788464895815	-8.984351960534894	2.0
23058	group3	2	5	-8.990230359206253	-8.270632799442588	0.0	12	0	-7.517376428098157	-9.09071772047171	2.0
15642	group3	0	4	-9.492168067441453	-9.139574619808755	0.0	4	1	-7.822334493671268	-8.519971100753375	2.0
22169	group3	11	16	-7.602663926517992	-7.432444498415931	3.0	11	1	-7.5024288788136	-8.686070756295557	2.0
17722	group2	5	13	-7.504767580631411	-7.368388233077476	3.0	4	8	-8.734283758000059	-7.787468641607016	1.0
17148	group2	3	2	-9.347009751155442	-9.660619373573073	0.0	4	10	-8.852356662247555	-7.602902701804762	1.0
17069	group3	6	8	-8.629789595590628	-8.163958922272128	0.0	1	13	-9.009152654982422	-7.543713370349962	1.0
20431	group3	4	4	-8.691544530253157	-8.696226198775475	0.0	14	3	-7.651712475307312	-9.18811619541004	2.0
17768	group3	5	16	-7.51878225770737	-7.403901737909639	3.0	5	10	-8.615372212494684	-7.439528771854758	1.0
19313	group3	8	6	-7.772669293754503	-7.5267699920141595	3.0	13	2	-7.548220293261521	-9.311115196728583	2.0
4758	group2	1	2	-7.465481132554697	-7.252359520307018	3.0	0	3	-9.285357137426319	-7.4774002542502	1.0
10549	group3	1	2	-9.216563917832971	-8.89236275194274	0.0	6	0	-7.235246462866265	-9.31752474319371	2.0
11669	group3	6	7	-7.715376844238679	-7.49848517983026	3.0	9	2	-7.5039233133690315	-8.729440008354022	2.0
11276	group3	3	4	-8.420052910095277	-8.166859596427596	0.0	0	13	-9.126079896542208	-7.3697727511612685	1.0
16842	group1	10	7	-7.503454277473459	-7.604972855652871	3.0	8	1	-7.381482485272785	-8.690293735494464	2.0
26084	group3	13	9	-7.676873139218189	-7.566849525674103	3.0	5	16	-8.69208860075617	-7.4571673119593225	1.0
18576	group3	4	6	-9.321238897691153	-9.022579726310354	0.0	9	0	-7.4554810643264275	-8.939499328437307	2.0
27090	group3	2	5	-9.171414482364973	-8.566220141486058	0.0	7	21	-8.448661682340562	-7.4751204519131855	1.0
17961	group3	12	6	-7.257641922948557	-7.515876234054756	3.0	11	0	-7.41401319782041	-9.566689918909958	2.0
33584	group1	2	7	-8.912270379801019	-8.996262006613227	0.0	6	21	-8.99747232001004	-7.5174077444790095	1.0
15073	group1	1	2	-9.358499968477465	-9.082693385150233	0.0	5	1	-7.482892263380659	-9.402893889222746	2.0
16713	group3	5	1	-9.14637916325756	-8.810245661067446	0.0	8	1	-7.517528016057842	-8.890416319474138	2.0
13398	group3	3	4	-9.051921349567642	-8.734683654764885	0.0	9	2	-7.36970341105498	-9.01029187219274	2.0
13913	group3	0	1	-9.118603920350042	-8.615289789455446	0.0	1	6	-8.496144177719602	-7.480331489678588	1.0
10452	group3	4	7	-7.460848527246161	-7.545506998224434	3.0	0	4	-9.180753184482993	-7.400458501872331	1.0
18810	group2	5	4	-8.738747770617538	-8.64164512210846	0.0	4	11	-8.901075045561683	-7.409364005045739	1.0
18113	group2	13	6	-7.396637086333947	-7.522535244743554	3.0	5	12	-9.052147074905044	-7.394461717133081	1.0
16620	group2	12	11	-7.38971902427457	-7.46214406197359	3.0	5	4	-7.655401728564034	-8.977294388296226	2.0
18339	group3	2	3	-8.822157960965663	-9.149616217455765	0.0	4	12	-9.476474536917118	-7.528794755859469	1.0
12616	group3	1	3	-7.658938643675383	-7.894069853715199	3.0	3	2	-7.5759896456288685	-9.06164526375671	2.0
14659	group3	9	6	-7.773815077795264	-7.593443190326791	3.0	14	2	-7.439771765295526	-9.14978479922236	2.0
22470	group3	11	14	-7.539549378341324	-7.3859586350345605	3.0	2	12	-8.922608149487143	-7.58340679744888	1.0
14916	group2	11	10	-7.392342030337636	-7.432439843835686	3.0	1	10	-8.720175092064483	-7.556568009955643	1.0
15961	group3	2	1	-9.329789192738527	-9.024221884065012	0.0	11	1	-7.47956205393222	-8.911020556534524	2.0
21741	group2	7	10	-7.48907585861072	-7.581678487842503	3.0	16	3	-7.254416486365444	-9.05325430479837	2.0
12889	group2	12	4	-7.405748130350749	-7.5749404068531	3.0	1	5	-9.044480107182364	-7.458062830959916	1.0
17531	group3	1	6	-9.204459193339208	-8.418638579089041	0.0	4	12	-9.021136537576936	-7.3066251247207985	1.0
14022	group2	5	5	-7.387604091238775	-7.3631404874287565	3.0	2	8	-8.582121804921204	-7.471279288028251	1.0
16369	group2	5	5	-8.945979994519437	-8.817348834208454	0.0	2	12	-9.374914071060125	-7.441799684622326	1.0
13522	group1	6	7	-7.679087652122476	-7.529727473186168	3.0	1	7	-9.449276495528183	-7.699032564788795	1.0
16179	group3	2	1	-9.020079313198956	-8.970738301344014	0.0	6	0	-7.491581820470802	-9.511155360255055	2.0
14075	group3	1	2	-9.23632486209579	-8.595771264186906	0.0	0	11	-9.196211743374047	-7.178410763042482	1.0
20601	group1	0	3	-8.872573898317412	-8.57995176002738	0.0	14	3	-7.506374652234796	-9.164333728240068	2.0
17082	group1	4	1	-8.754034465039686	-8.613006384100439	0.0	14	4	-7.457526586149581	-8.9109162422259	2.0
21430	group3	13	15	-7.465477953153787	-7.563624632987752	3.0	0	6	-9.35898683582124	-7.6324226557513475	1.0
18635	group2	2	1	-9.189335604775529	-9.163855496434753	0.0	3	11	-8.596113217062124	-7.281866086954279	1.0
15350	group3	6	12	-7.26402304465016	-7.277314271484197	3.0	5	2	-7.679273798690832	-9.115143358925248	2.0
16445	group3	5	1	-8.763282105425306	-9.115435991668308	0.0	2	5	-8.907093264739645	-7.5667256809969565	1.0
12916	group3	0	2	-9.4865021408944	-8.774359691688296	0.0	2	7	-9.259227931252344	-7.385074651237478	1.0
17400	group2	1	3	-9.483149777553288	-8.642290492084586	0.0	8	3	-7.319676843230293	-8.796754335757308	2.0
27541	group3	5	1	-8.850018070808986	-9.358518617743814	0.0	1	22	-9.184343749044077	-7.40217351822859	1.0
10978	group3	6	9	-7.568463875412354	-7.544384655200648	3.0	5	8	-8.141679842783173	-7.4922816720295184	1.0
14461	group3	0	4	-9.250354562215643	-9.136507054501957	0.0	8	1	-7.537387760673221	-8.48887836582303	2.0
20181	group3	3	4	-9.299087906122253	-9.068906906060487	0.0	2	12	-9.183027013828013	-7.519968644581648	1.0
12979	group1	0	2	-9.079016423115146	-8.697825865764678	0.0	10	3	-7.422213985902488	-9.40658082189638	2.0
6579	group3	7	7	-7.74348865508857	-7.4178903820583875	3.0	1	1	-9.228607400265393	-7.612885172999141	1.0
16298	group3	0	2	-9.203208147522922	-9.32490079290657	0.0	4	7	-8.908707849021337	-7.506431340206772	1.0
25113	group3	18	18	-7.527828546383713	-7.505480435647017	3.0	7	15	-8.80852426209765	-7.367863655622681	1.0
18299	group3	3	3	-8.90187988859438	-8.188510971436237	0.0	5	12	-8.933495448427658	-7.455345294551331	1.0
13236	group3	6	11	-7.555760246537868	-7.493905602020756	3.0	6	1	-7.597523603085244	-8.036961183714485	2.0
14196	group3	2	1	-9.436607833493474	-8.972983782523906	0.0	1	8	-9.272587759942017	-7.60601531845125	1.0
15353	group1	6	9	-7.4497942772857595	-7.613667066724588	3.0	0	11	-9.347756121019168	-7.361033811396292	1.0
13842	group3	1	3	-9.111455737306743	-8.813975006318048	0.0	4	0	-7.66318649069897	-9.142236767203716	2.0
21059	group3	11	11	-7.607088760159611	-7.599238490203124	3.0	14	3	-7.508801923218223	-9.045628624138804	2.0
15230	group3	5	9	-7.489113987236562	-7.3490311671988255	3.0	8	2	-7.527130220199709	-8.821858358988317	2.0
20683	group3	4	5	-8.051710209136235	-8.33104049887728	0.0	2	7	-8.821157834025515	-7.644438418991311	1.0
13534	group3	6	10	-7.766090113324398	-7.636666830989152	3.0	9	2	-7.435150864785852	-9.417291935581284	2.0
14560	group3	1	0	-8.967014696153772	-8.811248370566675	0.0	0	11	-9.016257055806763	-7.474819302975391	1.0
11338	group2	9	9	-7.397524395401233	-7.466716785908082	3.0	1	2	-9.492429891071586	-7.606942430655441	1.0
17289	group3	10	12	-7.3095760148320466	-7.643333515729984	3.0	6	2	-7.56151231500994	-8.970960077331615	2.0
13032	group2	0	3	-9.574056965489126	-8.773457538709934	0.0	8	0	-7.2017433943103875	-8.993015146854352	2.0
19769	group3	14	6	-7.344254686336985	-7.528852420188841	3.0	6	8	-8.648699701999778	-7.593922529638959	1.0
14311	group3	2	2	-8.820053871162534	-9.05157529636916	0.0	4	2	-7.482370843169791	-9.157119588044594	2.0
10820	group2	3	0	-7.681825879011336	-7.504464991897893	3.0	2	3	-8.767401296846852	-7.370432318664515	1.0
9348	group2	4	1	-7.461696458894927	-7.695561407867669	3.0	0	6	-9.07228626483169	-7.555540906271553	1.0
22935	group3	2	5	-8.835184660362248	-8.857410784884184	0.0	4	9	-9.078079176803064	-7.681809081522004	1.0
13579	group3	7	7	-7.858076424585835	-7.363816394958268	3.0	2	7	-8.930562063482249	-7.564646223813279	1.0
11869	group3	4	5	-7.466017689386341	-7.522055931782437	3.0	8	2	-7.6372575949448605	-8.91122810985823	2.0
15168	group2	7	14	-7.507723220626707	-7.3542314725915015	3.0	0	14	-9.206102773017081	-7.4092053770726185	1.0
15499	group1	5	2	-8.58486568953918	-9.314846079361564	0.0	2	15	-9.404493738047979	-7.58752790669655	1.0
18677	group3	6	4	-8.955495226979554	-9.020863895867304	0.0	6	3	-7.507036300974277	-9.20029914690401	2.0
19574	group2	15	8	-7.619495309334902	-7.612113431398849	3.0	3	12	-8.903244673002362	-7.3542260819903795	1.0
14646	group3	5	9	-7.458744657780204	-7.390576510439641	3.0	0	5	-9.431725971363976	-7.379006043995373	1.0
12463	group3	7	7	-7.4834382413990355	-7.21989118858801	3.0	10	1	-7.333440686905255	-8.985693857886007	2.0
13324	group1	10	7	-7.387259657496549	-7.474016165318961	3.0	11	1	-7.4818527392217975	-9.474251400372225	2.0
7311	group3	4	4	-7.484722977091253	-7.57764821728249	3.0	1	6	-8.88278195901328	-7.491206038928793	1.0
14073	group3	7	8	-7.47179675845627	-7.442555273421941	3.0	0	8	-9.432362240655282	-7.359152110389264	1.0
14333	group3	2	3	-9.196062433210363	-8.98676379923798	0.0	8	2	-7.617030262217028	-8.827695932888743	2.0
16119	group3	6	12	-7.733408671460849	-7.483100741673408	3.0	7	1	-7.562733214977034	-8.720450708497003	2.0
19191	group3	3	14	-7.639166754118813	-7.5251998321226115	3.0	2	17	-9.029762769087842	-7.276445799921485	1.0
9105	group3	8	8	-7.557107926429143	-7.514460797281866	3.0	7	2	-7.408408857977506	-8.46058604779455	2.0
16829	group3	5	1	-8.577349804811258	-9.294891291155182	0.0	5	0	-7.322774408422351	-9.215676219159748	2.0
12241	group2	10	7	-7.464378656307579	-7.5694590939026165	3.0	7	1	-7.591357859499007	-8.815810843208734	2.0
21142	group3	7	4	-8.786381631772244	-8.695934980672138	0.0	15	1	-7.328745980790109	-9.080471585802238	2.0
17977	group1	4	12	-7.50075585347488	-7.449135888805	3.0	10	5	-7.590334513194594	-8.719294714588742	2.0
19936	group3	17	6	-7.319893157171876	-7.546479763601999	3.0	0	6	-9.040693361566555	-7.738036379717876	1.0
14236	group3	0	2	-9.540214812235776	-8.862125466188544	0.0	15	1	-7.255683943306318	-9.461505980839018	2.0
12741	group3	2	3	-8.77572031746622	-9.555880366429697	0.0	3	4	-8.465211222107683	-7.361197328387008	1.0
19160	group3	0	2	-9.069869100314634	-8.760893059868879	0.0	9	2	-7.5298187639540055	-9.190350239898653	2.0
15039	group3	1	1	-8.666806415905763	-9.275322313437123	0.0	1	8	-9.319314992875176	-7.4268861280461165	1.0
22529	group1	7	14	-7.604419102804519	-7.602824177798404	3.0	3	14	-9.424483745627196	-7.53878414789676	1.0
11621	group3	7	6	-7.528755848815856	-7.40216233283123	3.0	3	3	-7.650795179837908	-9.02357622013373	2.0
11856	group3	0	1	-9.11200164388094	-8.822973352005056	0.0	5	2	-7.534111527704996	-8.521137828775757	2.0
19690	group1	5	1	-8.764156179053014	-9.238023627765436	0.0	12	0	-7.5061912002518945	-9.505585969840666	2.0
17159	group2	2	1	-8.941749391302531	-9.10499296052618	0.0	3	6	-9.193853191731845	-7.420302527168601	1.0
13853	group3	11	8	-7.4693903166260665	-7.519897922174261	3.0	6	1	-7.411043502764675	-8.782233042661122	2.0
17616	group3	3	2	-8.82413877068377	-8.871758273924478	0.0	14	2	-7.373462286537432	-9.013243824919266	2.0
19972	group3	6	3	-9.006116187531624	-8.415613937607441	0.0	1	11	-9.337119727936221	-7.452392880829004	1.0
17059	group1	1	1	-9.124322579258788	-9.450680234638345	0.0	3	12	-9.17692873982468	-7.569134023304946	1.0
15796	group3	8	15	-7.527779689155205	-7.182557586552725	3.0	10	1	-7.432101959642966	-8.889614072780379	2.0
13867	group3	2	1	-8.979805976294394	-9.101128544562085	0.0	3	13	-8.873759706367608	-7.321413792950638	1.0
11646	group2	1	3	-8.81046032286469	-9.099633271939368	0.0	3	2	-8.768406771299295	-7.483170375983391	1.0
13987	group1	8	4	-7.440530352578773	-7.529936385187761	3.0	4	7	-8.502131617209876	-7.3574019895218425	1.0
7339	group3	0	1	-8.87472218084212	-8.669261073973551	0.0	5	1	-7.618862433661152	-9.163301057399531	2.0
10601	group3	2	1	-8.51544711944651	-9.070717500808696	0.0	2	8	-9.22100225147393	-7.5294894465058055	1.0
