nCount_RNA	group	gauss_1_-9_0.5	gauss_1_-9_0.5_expression	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5_expression	gauss_0.75_-9_0.5	gauss_0.75_-9_0.5_expression	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1_expression	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15_expression
16544	group3	0	-9.388929413313706	3	-8.427660955444482	6	-8.531683713494896	10	-7.481637368125268	2	-7.917714824471514
16929	group3	5	-8.442079446037916	93	-5.097761679210137	2	-9.746198550510314	8	-7.48021309985101	37	-6.3608725688124546
16683	group3	6	-8.844863856108116	0	-9.439447209210835	4	-8.856158138140778	2	-9.07839361270327	0	-9.408969452128723
18327	group3	1	-10.047123908111406	42	-5.909795096544227	6	-8.016762686042332	2	-8.73697725535574	1	-9.556343126611786
23996	group3	4	-9.114382914435081	77	-5.723417862921094	4	-9.285266147551473	13	-7.630653867232368	9	-7.968418631595757
17656	group3	5	-8.193319312718442	70	-5.483485467036189	1	-10.014536062869043	3	-9.144863605823037	40	-6.254006890067186
13823	group3	3	-9.187402343651327	1	-9.923414375970946	0	-inf	10	-7.531087091559369	25	-6.188957670701486
15390	group1	0	-9.374984808637834	34	-6.164501217350353	1	-9.115952276598803	2	-9.295625538315154	1	-9.713288682364768
13083	group2	0	-7.972687948740942	22	-6.575501472070574	2	-9.23233436057445	9	-7.599091322081474	5	-7.948024737428602
18079	group2	1	-8.973295231600826	1	-9.469768775498544	3	-8.790809488690664	11	-7.308474842723232	8	-8.08505767524008
5814	group3	0	-9.23957854939304	13	-6.213261235427635	1	-9.446203167331712	0	-9.141798844660714	9	-6.393530321030928
17115	group2	3	-8.824916420585861	32	-6.074073595588651	3	-8.954641613485677	2	-8.971119616821316	3	-9.767172694701053
29541	group3	4	-8.991417636812956	1	-10.169294439934262	1	-10.108708805518326	17	-7.281415184919834	2	-9.612185868096962
17405	group3	3	-9.214571139117547	88	-5.249281542371711	0	-8.573018314171806	2	-8.63123598146589	4	-9.555261429647764
22842	group2	5	-8.395771835724018	85	-5.565200901227527	7	-8.206566728466859	5	-8.520036745754668	37	-6.387927111168545
12631	group2	4	-8.442149098607757	19	-6.543545287421221	3	-8.351061193070771	1	-9.119824282881492	0	-9.837367719266522
13062	group3	1	-8.579569220929448	0	-8.933626962033326	0	-inf	5	-7.491596660730024	0	-9.754051256126328
9149	group3	1	-9.05144360878677	33	-5.667889293302185	0	-inf	9	-7.617895602047072	2	-9.454452730203764
18355	group3	3	-8.426549811800259	70	-5.632557666129524	1	-9.757607829213898	1	-9.439255068438227	31	-6.280535678048996
14153	group2	2	-9.024851289579338	22	-6.5306828719654195	2	-8.840401912062198	11	-7.384394393713073	1	-9.561348850705667
17719	group2	0	-8.76667836638558	43	-6.054258411959492	2	-10.491985102440982	9	-7.519000183447866	12	-7.937948178748533
21193	group3	3	-8.48315656603025	22	-6.925201986895738	3	-8.858407039109755	2	-9.415159883945298	9	-8.076538408411443
19371	group2	2	-8.59557781986716	77	-5.83475596800054	1	-9.03218008594461	2	-8.362403354155315	0	-9.613224588561687
17903	group3	2	-8.105122658396864	0	-9.31484757862638	0	-inf	5	-7.325455549358208	9	-7.922411096792568
21559	group3	3	-8.774357991979915	41	-6.157846605151387	2	-9.497897122228759	22	-7.303128061133903	13	-8.045150769257623
29397	group1	2	-9.842029992934119	34	-6.675001051332773	0	-8.82810274075085	5	-9.120860934314518	1	-9.561127874780327
36114	group3	3	-9.580085052491139	1	-8.957096797988951	4	-8.930992672495982	5	-8.86262813501779	6	-8.167760964692206
19940	group3	7	-8.324946590659136	29	-6.349085498791446	0	-inf	8	-8.424814544118231	9	-7.925221456457216
13513	group2	1	-9.165641584966314	42	-5.880024400863557	0	-inf	8	-7.332709357147071	0	-9.621893714165946
14120	group3	1	-8.806730427433454	2	-9.048910302279705	2	-8.53024857290229	12	-7.53952594511532	34	-6.239232677864348
14771	group2	0	-9.425727828265414	30	-6.276474719781611	2	-8.936345737880222	1	-9.204034872167709	32	-6.2802192673350286
16698	group3	6	-8.49955928815985	0	-9.304851775094619	0	-inf	0	-9.058372197968682	4	-8.105914080490601
16303	group2	2	-9.192416124416395	3	-9.012245293885718	0	-inf	6	-7.599807478820054	4	-7.783417834493579
15433	group1	2	-8.27094588069524	52	-5.850236593409921	1	-8.882486493567788	6	-9.174178551476666	0	-9.360872568812454
14951	group3	1	-9.266117010449088	2	-9.40421317669611	0	-9.972536131086871	7	-7.566305000810235	19	-6.318157489168348
14229	group1	4	-8.440933301641152	0	-9.831104505897125	0	-9.579861475495054	0	-9.328774800996877	4	-9.254006890067187
17490	group1	2	-8.662801947589566	0	-10.011757492399015	1	-9.237949693454764	12	-7.509634523745029	5	-7.93355656087041
19599	group3	0	-9.361195952707076	71	-5.7236681521979005	6	-8.851577734614914	8	-7.592380733492897	5	-7.929844217805685
14132	group3	6	-8.45050183362641	24	-6.420221506245748	0	-inf	10	-7.38066314889313	15	-6.595197874942492
15321	group3	1	-9.450817245238	32	-6.1561353348293215	1	-9.003149389478667	1	-8.760073338971795	1	-9.188957670701486
32950	group3	0	-9.411233594452126	2	-9.724087411672185	12	-8.249554821549484	25	-7.434253584055369	3	-9.393530321030928
9116	group3	1	-8.639144353943653	1	-10.752729066037197	0	-inf	4	-7.503396528512429	13	-6.739954775583236
26011	group2	3	-9.312671000732994	5	-8.587002771432665	4	-9.435079595018829	1	-8.680290069161863	4	-9.387927111168546
21145	group2	1	-9.296921533627255	152	-4.927660955444481	3	-9.119816036732736	3	-9.562121531240312	5	-7.984798281478692
14184	group3	1	-9.171950354605196	0	-10.357033705548016	1	-8.87245965260861	10	-7.540039298588122	1	-9.280535678048997
17118	group3	0	-9.500084594936258	38	-5.939447209210836	0	-inf	12	-7.435068552029439	2	-9.239232677864347
5367	group2	1	-8.477502795163051	5	-6.423414375970947	1	-9.115748704813353	2	-7.362158044515276	1	-9.28021926733503
23725	group3	2	-8.695742650757575	55	-5.969768775498544	0	-inf	2	-8.705486801217662	42	-6.3684270781719885
17330	group3	4	-9.034664348345242	3	-9.538319781998684	0	-inf	0	-9.070790134932794	17	-6.5140748672999065
14873	group3	6	-9.05419603358677	15	-6.669294439934261	0	-8.752209802411555	3	-8.944912104375804	0	-9.318157489168348
16687	group3	4	-8.77492224361641	88	-5.433626962033326	3	-9.285281412002435	8	-7.692979534480279	4	-8.008902797131672
15096	group2	7	-8.117332449740465	1	-10.158783634877018	0	-inf	2	-8.940639299553032	3	-8.358004661656906
19579	group3	3	-8.564515098733878	1	-10.512796795917293	3	-8.28982884742035	0	-9.391961601697105	0	-9.595197874942492
12310	group1	1	-9.2542285671377	0	-9.541122687516566	0	-inf	1	-9.093261274678108	2	-7.816674416468287
27296	group3	4	-8.61129039737557	80	-5.81484757862638	2	-9.159795070466446	2	-9.297273966244422	36	-6.508350655203187
17022	group3	2	-9.059385586051544	61	-5.457096797988951	10	-8.442027407709087	4	-8.425424528169694	0	-9.739954775583236
15157	group3	2	-9.099499091901862	0	-9.652333292424828	0	-9.015151683600557	11	-7.476612640943073	1	-9.368427078171988
12885	group1	7	-8.066764312423938	47	-5.548910302279705	0	-inf	9	-7.530046530679383	3	-8.122086801161982
20978	group3	3	-9.209468948839062	65	-5.804851775094619	0	-inf	3	-8.344245554759503	2	-9.514074867299906
37301	group3	2	-9.239592457563703	151	-5.512245293885718	7	-8.254238826836069	8	-8.974789982190073	58	-6.633413110116745
17763	group2	1	-9.976052643622616	54	-5.904213176696111	0	-9.699058005418847	16	-7.574422970074004	2	-7.856560721392885
32011	group2	2	-9.701164572726569	3	-9.579862065060693	5	-8.74160122294834	21	-7.534125599455705	7	-8.095776583313075
13669	group3	2	-8.7744385306327	17	-6.331104505897124	2	-9.21628818807494	3	-9.353686806141214	2	-8.021468962648571
10756	group3	0	-9.347460450592619	14	-6.511757492399015	2	-8.884299619489259	6	-7.486548287517415	13	-6.695142717754331
13658	group3	3	-8.74229309910838	1	-9.225526720088691	1	-8.403597417222564	9	-7.313043448010514	7	-8.033628474885878
35219	group3	1	-9.557435526182969	79	-6.224087411672184	2	-9.569548399405724	11	-8.65318318113922	12	-8.155774286016404
20444	group2	1	-9.383654913165868	20	-7.2527290660371975	0	-9.661014867363487	4	-9.057000550343599	0	-9.508350655203188
20589	group1	8	-8.662714646521998	0	-9.80918774254384	0	-9.499183439309894	9	-7.49429428366539	11	-8.025756357265895
6456	group3	2	-8.26955380976846	38	-5.087002771432665	0	-inf	4	-7.542976675474571	0	-9.633413110116745
9981	group3	1	-8.70376359928799	8	-6.857033705548017	0	-8.872806212848943	1	-7.622719014789452	2	-9.695142717754331
13928	group3	4	-8.401084579139374	29	-6.038319781998684	0	-9.943418462680402	4	-7.422600074130365	28	-6.289675006943623
21244	group3	8	-8.147702914313797	24	-6.658783634877019	5	-8.951703132811783	3	-8.476366648074624	11	-7.9285480735479785
16413	group3	4	-8.479955423422952	21	-7.012796795917294	1	-9.643114663813687	8	-7.5751870757939574	27	-6.430234850942946
14372	group3	1	-9.459220019150013	29	-6.041122687516565	1	-9.571860913168564	4	-7.511374508043615	22	-6.659754892907301
20821	group1	2	-9.05267235625377	48	-6.152333292424829	0	-inf	7	-8.409384183401711	4	-8.062126739838185
14408	group1	3	-8.684902164657544	0	-9.310602767146513	0	-inf	2	-8.498128071441215	24	-6.441436908793267
13305	group2	1	-9.207423450644118	22	-6.079862065060693	1	-9.184588872591698	6	-7.428691320019191	23	-6.454159974168751
19514	group2	4	-8.774026981339388	0	-9.243374277845334	2	-8.80970120770985	17	-7.4947629397665665	31	-6.4217225764525505
21711	group3	3	-9.789578142697232	85	-5.72552672008869	0	-inf	2	-9.11857783534596	0	-9.289675006943623
15279	group3	1	-9.414313989428203	1	-9.667422062728859	2	-9.313207251742938	6	-7.538622864109823	25	-6.165009377938265
12648	group3	3	-8.735560127207412	1	-9.641759758181655	2	-9.246021946571215	1	-9.299422436460162	2	-8.189612501471524
9322	group1	1	-10.118543255556235	13	-6.309187742543839	2	-9.02092211409041	0	-9.198915002430706	0	-9.430234850942945
17782	group3	1	-9.553856251142276	1	-9.23078786860469	3	-9.136367768068062	6	-7.5172719862736175	2	-8.085982333402074
14728	group3	0	-9.00885915895507	46	-5.810602767146513	0	-inf	10	-7.410165098160617	5	-7.962527402611817
16071	group3	0	-9.859697237309762	1	-9.471374526739444	1	-10.338260682520257	5	-7.50196362208122	27	-6.5052053151845985
11092	group2	0	-8.971439501958955	1	-9.42045575667489	1	-9.215050303538506	2	-7.47573268021904	21	-6.691943477339689
19234	group1	0	-9.39977374534588	0	-10.687201342033127	0	-inf	12	-7.45771515333033	13	-7.827919687757762
24905	group2	1	-9.145797297750416	67	-5.743374277845334	3	-8.957517971089555	4	-9.028903571235086	33	-6.494518603776912
15227	group1	3	-9.129491426700266	31	-6.16742206272886	3	-8.451110256229684	4	-7.533453935438948	5	-7.874608406484169
10618	group3	1	-8.90535340122067	21	-6.141759758181656	4	-7.97683361181762	8	-7.467206088682833	0	-9.659754892907301
17386	group2	3	-9.281894367291152	2	-9.470740032359664	0	-inf	8	-7.527680915818467	4	-7.956889453244235
14260	group2	3	-8.955156796338706	46	-5.730787868604691	1	-8.66650607520415	7	-7.38661566769005	8	-8.149339444836976
29904	group3	3	-9.300578400324692	2	-9.31172704448298	4	-8.96045390364447	11	-7.449818974649636	33	-6.5969534878285705
35792	group3	6	-8.721963244961307	86	-5.971374526739445	0	-inf	6	-9.277142200478691	8	-7.863966579865109
25831	group2	9	-8.153095443355959	3	-9.56773988215159	2	-9.48238173365473	3	-8.64198944667939	1	-9.441436908793268
16730	group3	3	-8.901565110374854	46	-5.92045575667489	5	-8.955473314600965	6	-7.67303379403669	4	-7.9963683883420815
21988	group3	3	-8.915065372326215	3	-9.33204580244532	0	-inf	5	-7.520735393789488	41	-6.417714824471514
23170	group3	3	-9.5820039855806	23	-7.187201342033127	4	-8.610551548859878	4	-8.802760752166108	3	-9.454159974168752
11867	group1	4	-8.653316887169808	1	-8.547812045409874	3	-8.367677544240372	1	-9.010189585537287	15	-6.468418631595757
10507	group3	0	-9.379033664278117	19	-5.970740032359664	1	-9.440255667025701	6	-7.389082542495241	2	-9.42172257645255
12218	group2	2	-9.404423598236065	2	-9.457317783288675	6	-8.881797202184524	0	-9.120117895764366	17	-6.448024737428602
13110	group1	2	-8.721280273570983	0	-9.167332861038886	2	-8.592197767005306	1	-8.805205656088319	19	-6.585057675240079
13930	group3	4	-8.909480627821065	0	-9.924997751357534	5	-8.069594165411953	4	-8.58647413354583	2	-9.165009377938265
14065	group2	3	-8.44641227452547	31	-5.811727044482979	2	-8.872204757132376	2	-9.578938603440838	18	-6.437948178748533
14442	group3	2	-8.278561535751845	0	-9.926170898344209	3	-9.27075185804385	3	-8.92983792282922	0	-9.505205315184599
28210	group3	0	-9.269840781101246	6	-9.739992555766326	1	-9.344799828545309	16	-7.521286590357542	36	-6.576538408411443
18354	group3	1	-8.935811504922027	2	-10.009824549737965	0	-inf	0	-9.090139592038149	1	-9.691943477339688
23276	group3	6	-8.119792408212339	50	-6.067739882151591	3	-9.178720364364217	1	-9.22326891022201	28	-6.422411096792568
22621	group3	3	-8.516730374885471	80	-5.83204580244532	0	-inf	15	-7.54225174224598	2	-9.494518603776912
22401	group3	5	-8.643475474848366	1	-9.503800569206648	1	-9.325960101964972	4	-9.102376798367114	7	-8.035997260203656
11697	group3	5	-8.346896967432276	82	-5.047812045409874	0	-inf	2	-8.959644862552247	1	-9.596953487828571
13707	group3	4	-9.302301484582188	1	-9.966915330708447	2	-8.586732075898176	1	-8.439130344031545	19	-6.5451507692576225
18388	group1	6	-8.681708295292685	1	-9.58749842186738	2	-8.46534713873465	14	-7.400631621866905	1	-9.417714824471513
15264	group3	6	-8.295373305317996	2	-10.21857171611539	2	-8.637571588854252	7	-7.6082626177513735	4	-7.863483415413978
17581	group3	4	-8.189543857189125	48	-5.957317783288675	2	-8.403906878465431	3	-8.98288285099617	4	-7.907323287374108
13874	group3	0	-9.403092408691112	51	-5.6673328610388864	0	-inf	1	-9.128930026423713	2	-9.468418631595757
15390	group3	2	-9.125837103815712	24	-6.424997751357533	1	-9.22688426914909	14	-7.49349651063542	1	-9.448024737428602
15024	group3	2	-8.808642413137818	2	-10.32610014562079	2	-8.809832470659524	11	-7.440983682948768	18	-6.667760964692206
21935	group1	3	-9.144498671504907	2	-9.837830894500415	2	-9.192331587815257	23	-7.414807237403298	10	-7.925057293420202
14224	group3	1	-9.195908119904024	1	-10.033533561891662	2	-8.978170655873456	8	-7.603335016954644	21	-6.425221456457216
14376	group3	2	-8.657999335909023	0	-9.82646557256914	0	-inf	7	-7.624621208685527	0	-9.58505767524008
27971	group3	2	-9.176704991433507	4	-9.806047375083905	0	-inf	17	-7.350544299899662	5	-8.172731636791315
15977	group3	1	-9.893956445599859	1	-9.675631230546387	3	-8.387507128765515	1	-9.368157044368358	0	-9.437948178748533
20239	group1	4	-8.819076342080216	25	-6.426170898344209	0	-inf	2	-8.767800222391097	3	-9.576538408411443
15021	group2	1	-9.212246395285463	3	-8.977261006180747	0	-inf	3	-9.225561227381872	5	-8.091577460095571
10065	group3	1	-9.365765490865167	0	-8.815491987799517	4	-9.014867655909832	2	-9.034123524130845	3	-8.255582811128004
13800	group1	2	-9.782869075327953	1	-9.137323370321472	2	-9.932402898827332	7	-7.577842182043354	16	-6.605914080490601
20676	group2	8	-8.493088766514147	37	-6.239992555766325	2	-9.126407993808433	8	-7.508988441200102	1	-7.970834393330046
29433	group2	2	-10.113556315925008	45	-6.5098245497379645	3	-9.35642489784364	14	-7.256877599814196	2	-9.422411096792567
15344	group3	2	-9.849666802361147	44	-6.003800569206648	1	-9.754458559896214	0	-8.786073960057573	6	-7.995763812728208
23822	group3	0	-9.137923031280572	36	-6.466915330708447	1	-9.395182844592698	1	-8.9842888192997	38	-6.283417834493579
30934	group3	5	-8.38552220717465	5	-9.679737229572515	9	-8.519687598350073	22	-7.546524873269585	44	-6.43355656087041
13484	group3	4	-8.345147047158672	1	-8.751524105238756	0	-inf	5	-7.720206457857691	25	-6.429844217805685
11487	group3	1	-9.577491317464682	0	-10.26555555379622	3	-8.159544675547357	6	-7.221319640757376	3	-7.860115924052454
14801	group2	3	-9.088816097991776	1	-10.511681969503927	0	-inf	10	-7.3987420662584915	35	-6.484798281478692
13881	group3	1	-9.755228187543784	3	-9.366013711760685	2	-9.244503020883089	9	-7.464120917314246	0	-9.545150769257623
23658	group2	6	-8.494396468112546	0	-9.501103222704831	0	-inf	12	-7.222286532142532	11	-7.9681935021845485
30170	group3	3	-9.73828133026009	1	-9.569645941384312	6	-8.498732081618359	15	-7.507526575436785	43	-6.508902797131672
20415	group3	5	-9.071597872503618	42	-6.08749842186738	0	-inf	3	-9.11586859232947	0	-9.667760964692206
13265	group2	1	-8.483508110525124	0	-9.483717265343754	3	-8.410888949263791	1	-9.051815958820853	0	-9.425221456457216
15634	group3	1	-9.111207014264954	0	-10.32028011240242	0	-9.57989613393568	4	-8.73049529448185	4	-8.055191685282685
18296	group2	7	-8.26491982808713	20	-6.71857171611539	1	-9.019681352373588	9	-7.355406713828686	0	-9.605914080490601
16848	group3	2	-9.435004111595426	19	-6.82610014562079	4	-9.02223008543681	1	-9.00589086624366	2	-9.283417834493578
14045	group3	1	-8.815404765226564	0	-10.07834958525907	2	-8.91380716058429	0	-8.927198040657121	8	-7.683276739344013
12106	group3	1	-8.573358907088133	5	-8.882982659317712	1	-9.796875405190935	9	-7.498754002204409	2	-8.154436024135276
15686	group2	3	-9.069855865220536	29	-6.337830894500415	2	-9.174571119562795	13	-7.527564461716744	9	-8.20044204638323
32081	group3	9	-8.30684286787684	3	-8.985907550421928	0	-inf	5	-8.873145459990988	7	-8.091585103668656
18468	group3	5	-8.725935207655903	0	-9.860939863054952	3	-8.471089396468857	2	-9.100361806316846	4	-7.921295860629007
15876	group3	0	-9.81872479650417	1	-8.533421516825461	4	-8.368898400413265	5	-7.4367485536891484	6	-8.052396218832298
18957	group3	16	-7.0206986479810185	1	-10.035398162818586	7	-8.084318959490712	16	-7.4115612182549615	2	-9.433556560870409
20909	group3	6	-8.675678177954666	2	-9.785690803941621	3	-9.168754522758626	17	-7.3717632631518155	2	-9.429844217805686
7298	group3	1	-8.946328353088205	0	-9.353783966335032	1	-8.065246221851638	3	-8.901618266048498	0	-8.06611076939727
22548	group3	1	-9.699406409333239	1	-10.097499947462442	0	-inf	10	-7.380548374036153	25	-6.858004661656906
13739	group2	0	-8.959116090597192	23	-6.5335335618916615	5	-8.667047444155068	4	-9.083042747455401	6	-8.168193140134678
16875	group3	3	-9.229971415420344	1	-9.743965272095933	0	-inf	7	-7.549872072485255	29	-6.316674416468287
17159	group3	4	-8.677823166984838	34	-6.326465572569139	0	-9.679600583862088	11	-7.508073961355004	30	-6.622086801161983
12944	group3	2	-8.814164854394066	0	-9.586535582612738	1	-8.619195358973073	9	-7.3062128596963465	24	-6.356560721392885
12188	group3	9	-8.07349525746531	1	-9.697673200583404	0	-inf	2	-8.65984700307015	17	-6.595776583313075
14147	group3	1	-8.928874313736841	13	-6.306047375083905	1	-9.176140017125439	10	-7.439116278069485	1	-9.484798281478692
14372	group2	1	-8.743247260005726	2	-9.064579617695895	0	-inf	0	-8.849456923948908	6	-7.779073290541962
17550	group3	2	-8.813771574244278	35	-6.1756312305463865	5	-8.740461867938691	1	-9.519101382110069	3	-9.508902797131672
17374	group3	0	-9.074244901529697	68	-5.477261006180747	0	-inf	8	-7.4902461004480045	19	-6.521468962648572
20281	group2	3	-9.091700098660011	102	-5.315491987799516	0	-inf	13	-7.365257088062302	4	-8.09350583562895
18331	group3	6	-8.44949989866576	1	-9.203596601609437	2	-9.051261971273377	13	-7.359983920009126	2	-9.858004661656906
14796	group3	1	-8.609986432330686	0	-10.049648654564212	3	-8.395880679566174	8	-7.37100212803348	23	-6.533628474885878
17261	group2	3	-9.31472080202689	79	-5.637323370321471	1	-8.871719920290095	4	-7.5546184988115845	2	-9.316674416468288
20953	group2	2	-9.556718051486495	2	-9.840765322232013	1	-9.141252509050647	15	-7.538478663889436	26	-6.655774286016404
11634	group2	1	-9.033705012473428	0	-9.409966657532394	3	-8.517517115780773	0	-9.062206181368465	18	-6.5257563572658945
17842	group1	6	-8.419280009162803	41	-6.179737229572515	1	-8.87188911178862	1	-8.667247627485722	28	-6.4285480735479785
15282	group3	2	-9.01376469313399	80	-5.251524105238757	0	-9.206478200391336	3	-9.063859771072629	9	-8.162105292836937
14610	group3	5	-8.126782455386014	17	-6.76555555379622	1	-8.361362818972077	9	-7.424786563896099	4	-8.018379513904119
19793	group3	1	-9.387535143536718	18	-7.011681969503927	3	-9.204172621225354	13	-7.380763497361528	5	-8.121161464332642
15561	group1	2	-8.929179731167098	1	-9.53346552199826	0	-9.318567431530544	4	-9.12675522673794	5	-8.034883433572306
11711	group1	1	-10.258151930482875	0	-9.89387477015965	0	-9.269787306016148	5	-7.619506205914605	14	-6.5621267398381855
10894	group3	2	-9.297833940455146	0	-9.287623163862355	1	-9.732736044049258	1	-8.701894865600716	8	-6.689612501471524
11195	group3	2	-9.15456065932093	33	-5.866013711760684	2	-9.276603584738853	0	-9.32478785325412	0	-9.622086801161982
20934	group3	1	-8.744531112753956	60	-6.001103222704831	10	-8.069561153981072	3	-8.98048953190626	0	-9.356560721392885
14353	group2	5	-8.144669080664432	26	-6.069645941384313	0	-9.454141967620421	5	-7.5455023515006525	5	-7.799727449506115
15303	group2	2	-8.98252820531813	2	-9.090057441732808	2	-8.995790548129087	2	-8.822951048846305	3	-9.595776583313075
15176	group3	5	-8.273041209195592	41	-5.9837172653437545	0	-9.554091674769325	7	-7.522968968686829	4	-8.066968509003877
20781	group3	2	-8.66915946176701	18	-6.820280112402421	1	-9.305676575887901	4	-8.744421712209892	8	-8.007468302646732
14986	group2	5	-8.506823909893967	1	-9.815559341292548	3	-8.240653920525164	2	-9.310005050863932	4	-9.521468962648571
23058	group3	2	-9.233077428412964	35	-6.578349585259071	5	-8.551822132052765	0	-9.37386362605658	1	-9.533628474885878
15642	group3	3	-8.30750432817568	1	-9.105470175708843	1	-9.305125175121034	12	-7.399275288588226	5	-8.055281716862128
22169	group3	0	-9.536482139355822	1	-10.310836901490665	1	-8.996889941958147	5	-8.551632899698987	0	-9.655774286016404
17722	group2	2	-8.752420694399841	3	-10.305249629255481	2	-9.41300198094879	11	-7.608300264302191	29	-6.585982333402074
17148	group2	0	-9.476031050353129	70	-5.382982659317713	1	-9.392102676129	12	-7.229503657145413	5	-8.028760935267758
17069	group3	1	-9.259072776199378	0	-9.250030118014976	1	-9.457411099019287	2	-9.233526546130062	27	-6.462527402611817
20431	group3	1	-9.730701802361054	1	-9.91725760369274	0	-inf	2	-9.026965323600304	1	-9.525756357265895
17768	group3	1	-9.258173954323011	2	-9.998479843537089	0	-inf	13	-7.490994594174635	6	-7.877048011988567
19313	group3	2	-8.824441551744517	3	-9.631694038525245	0	-inf	2	-8.270632799442588	2	-9.428548073547978
4758	group2	1	-9.03438523153932	26	-5.485907550421928	0	-9.448569888450121	0	-9.139574619808755	8	-6.327919687757762
10549	group3	0	-9.673882470626832	24	-6.360939863054952	1	-8.837025363440913	0	-9.660619373573073	0	-9.562126739838185
11669	group3	3	-8.264630071654315	1	-9.838680245871537	0	-inf	4	-8.163958922272128	4	-7.920254941355975
11276	group3	0	-8.83138953084577	75	-5.033421516825461	3	-8.7016034166238	1	-8.696226198775475	1	-8.051242255384807
16842	group1	3	-8.495967283462118	28	-6.535398162818587	3	-8.75587875368179	1	-8.89236275194274	7	-8.139635072079024
26084	group3	5	-8.607386540182656	38	-6.2856908039416215	1	-9.084718428431707	17	-7.437991668772683	11	-8.020132549142145
18576	group3	1	-9.332433883483606	1	-9.336466480990632	1	-9.679022600178545	16	-7.2770134996257605	37	-6.374608406484169
27090	group3	1	-9.97252347930602	0	-10.227679722489125	0	-inf	5	-7.437082790188891	19	-7.875110958046351
17961	group3	1	-9.457712184115852	1	-9.685759562177903	1	-9.033555235819575	8	-8.166859596427596	6	-8.002602990342812
33584	group1	11	-8.387422075363384	110	-5.853783966335032	0	-9.462146870918911	4	-9.022579726310354	8	-8.019148733293038
15073	group1	0	-9.526773036850157	19	-6.597499947462442	3	-8.559349433740259	10	-7.424485846236645	0	-9.689612501471524
16713	group3	4	-8.59197815783797	6	-7.919517015227058	2	-8.721778527690223	3	-8.566220141486058	3	-9.585982333402074
13398	group3	0	-9.306203486564412	20	-6.243965272095933	1	-8.626554234645944	4	-8.996262006613227	0	-9.462527402611817
13913	group3	3	-8.803445377573007	31	-6.086535582612737	2	-9.174184158236423	2	-9.082693385150233	29	-6.456889453244235
10452	group3	1	-9.911959926312598	27	-6.197673200583404	0	-9.905509586764321	2	-8.810245661067446	3	-8.2711874936324
18810	group2	8	-8.416462417000018	3	-9.44502449358962	5	-8.521051803207254	14	-7.517191765456387	29	-6.649339444836976
18113	group2	3	-9.01983435004524	0	-10.456761609148543	2	-8.386839332528353	8	-7.452470261628061	7	-7.850904653469246
16620	group2	3	-8.557087100517046	1	-9.200089785270888	0	-9.741658304222955	5	-8.734683654764885	1	-9.327919687757763
18339	group3	4	-8.905069175308451	1	-9.225307767270415	4	-8.931041977884103	0	-8.615289789455446	3	-9.37460840648417
12616	group3	0	-8.600968102350528	38	-5.5645796176958955	3	-8.403373710419121	0	-8.64164512210846	1	-8.223669328822737
14659	group3	1	-9.0509660196318	1	-8.8081094825653	0	-9.537861774806819	1	-9.149616217455765	32	-6.363966579865109
22470	group3	4	-8.628321728243069	62	-5.703596601609438	6	-8.116158612065055	2	-9.024221884065012	33	-6.4963683883420815
14916	group2	1	-9.754786342112022	1	-9.425825378299256	0	-9.174516228260362	5	-7.604948693120521	2	-9.456889453244235
15961	group3	0	-9.540355346222753	19	-6.549648654564212	2	-9.537695055176014	1	-8.418638579089041	1	-8.192316122009286
21741	group2	4	-8.637262997759231	0	-9.826770722017272	6	-8.314170979535149	7	-7.506954631955768	0	-9.649339444836976
12889	group2	2	-9.019589128104748	3	-8.795583008018763	3	-8.852733931744902	10	-7.495587933079327	1	-9.36396657986511
17531	group3	1	-9.114377085610107	1	-9.143969386287074	0	-9.326569080784667	2	-8.817348834208454	5	-8.056356111467142
14022	group2	2	-9.089806147325678	0	-10.40035802039296	4	-8.5601060235543	3	-8.970738301344014	6	-7.994803418634831
16369	group2	3	-8.749137445327417	16	-6.340765322232013	2	-9.977883564184852	7	-7.598297097051727	7	-7.99323827628742
13522	group1	1	-9.29667187712121	34	-5.909966657532394	4	-8.092346811586628	1	-8.595771264186906	1	-9.49636838834208
16179	group3	0	-8.744846201627372	45	-6.0334655219982585	0	-inf	2	-8.57995176002738	3	-8.114562033926951
14075	group3	1	-9.45789592453434	0	-9.126200529110367	0	-inf	0	-8.613006384100439	5	-8.046970776079494
20601	group1	3	-9.203626021509983	0	-9.616448500524388	3	-9.408125030175226	1	-9.163855496434753	3	-8.091048430336434
17082	group1	6	-8.507524164140394	2	-8.944677359842938	2	-8.85700786346517	8	-7.3986449935573795	2	-9.535997260203656
21430	group3	2	-8.464373786077054	1	-9.686669406468233	4	-9.199308085127727	3	-9.115435991668308	25	-6.535997260203656
18635	group2	1	-9.548577180127682	21	-6.39387477015965	2	-8.781883942620702	4	-8.774359691688296	4	-9.36348341541398
15350	group3	1	-8.580682626385812	49	-5.787623163862355	3	-8.556037138589847	12	-7.454041822062848	0	-9.407323287374108
